,velocity_entropy_per_track,onset_entropy_per_track,"Ground Truth (0=Score, 1=Performance)"
11080,2.29575891590677,2.27511502190194,1
17119,2.19128546127953,2.48625950008833,1
19290,2.20812243443856,2.35046746007625,1
17561,2.09036009677869,2.52535026199219,1
23438,2.32148283316433,2.31048564534184,1
22025,2.16898492511498,2.39368004581908,1
2242,2.30904471807747,2.43421681007592,1
4058,2.22752393607929,2.31644316374181,1
19592,2.20285432410595,2.36276609185391,1
3878,2.10129201771452,2.30972788255131,1
8555,2.21143945225736,2.44599470222992,1
24948,2.15358258334879,2.31626568832825,1
8109,2.27886910129782,2.37821081228766,1
8203,2.24445351084856,2.39960390873333,1
11656,2.2086704207589,2.36472735089947,1
17101,2.14225613152134,2.37400246086368,1
8257,2.26614610424224,2.3162263972039,1
6255,2.20149604768105,2.31046899842605,1
18588,2.19397352094849,2.47533926550891,1
22406,2.24394490756305,2.39694557022218,1
18860,2.13641896884172,2.36481333993485,1
25367,1.76017552682609,0.0,0
1026,2.23671071130021,2.45785756681395,1
7243,2.32173613278445,2.46940124702751,1
13840,2.26448662411588,2.32856850268269,1
9751,2.28485591629568,2.45425154897654,1
3034,2.33207229278277,2.40778336281785,1
13696,2.21548963131672,2.4596153319008,1
2805,2.1550024172391,2.3293828434437,1
7797,2.29544995998313,2.32062460637724,1
17205,2.22974063719204,2.44001085579118,1
6386,2.27964587053529,2.38872048321545,1
25356,2.46955621547352,1.41345762196847,0
13477,2.18507768474997,2.49338699546758,1
4971,2.15372111170204,2.13855209159891,1
11697,2.18399245050869,2.36753010437581,1
2617,2.30728412832009,2.41343478315022,1
6069,2.30477444105805,2.32662276970081,1
4670,2.16301493124979,2.30604258898657,1
9466,2.24464609781945,2.45002767424901,1
14969,2.20122372313434,2.35593489714811,1
17808,2.2744201902864,2.34965014155296,1
22844,1.03972077083992,1.64341771979318,1
20403,2.15482633979311,2.49678691898782,1
26086,2.33980100633549,2.17820563441275,0
9190,2.30460007227848,2.46400652437632,1
23017,1.56071040904141,2.31857459986824,1
5529,2.17808117289558,2.40363505975103,1
19619,2.1895342658859,2.41615582586909,1
20094,2.22423786934072,2.48765531121012,1
22399,2.31186485548368,2.21663105594809,1
6519,2.28770649680521,2.37268166617398,1
17357,2.31142839733971,2.42436266993504,1
21660,2.24947798598202,2.49022352954482,1
10684,2.32159609327719,2.47864629899934,1
1606,2.29460294570193,2.41128293534868,1
25015,2.21111547783454,2.36981738790735,1
7519,2.35275964342662,2.36906293126247,1
15266,2.19398611786822,2.50721850621455,1
23323,1.73798344858705,1.84737285227413,1
6357,2.3047330767734,2.36702758242743,1
2679,2.20778042492166,2.4188207169832,1
3884,2.12656821642599,2.30828075324178,1
24614,2.25277748689249,2.29588292991822,1
11499,2.31250168641252,2.39180389557367,1
1496,2.24792376909854,2.3806421556944,1
17688,2.30162912018006,2.83631243873402,1
14215,2.21014319723166,2.42102213690364,1
661,2.21992035640932,2.4651170820291,1
20301,2.23109084929497,2.4156596827794,1
5276,2.31509427294917,2.44260153609131,1
20719,2.18658181527876,2.41868341826775,1
15525,2.20786641412716,2.4451893063957,1
17323,2.18286054733334,2.35487376820091,1
13541,2.19139602702949,2.46312376604426,1
1287,2.2337644290883,2.37653198729558,1
4967,2.29131674426364,2.27122750082186,1
22429,2.20855168007493,2.47422121771102,1
870,2.16495872725114,2.30436503477101,1
6024,2.32729418103697,2.35117889391339,1
199,2.33362292411888,2.41380506456062,1
13059,2.2036542502065,2.47210639764536,1
21950,2.32597976457442,2.90190281177367,1
7843,2.22886243385122,2.37110765641928,1
13843,2.18524285143429,2.45911876465778,1
22694,1.27703425946614,2.28854579180327,1
25834,2.18281790661033,1.66758890971391,0
12723,2.0970968524239,2.51142684517891,1
22448,2.22746267803988,2.28912946363538,1
7163,2.27761422994156,2.30828003121082,1
8602,2.2681608232849,2.44960341520993,1
24829,2.21022260057001,2.30163627745941,1
10967,2.14664057868248,2.35708893627473,1
9155,2.195972959118,2.31459413598811,1
13256,2.22319543501487,2.40242622724915,1
16982,2.23605366972004,2.42518498557924,1
12058,2.16927469212612,2.38157532909437,1
17579,2.17031186059312,2.47353258061205,1
7387,2.20162699538855,2.34339478938533,1
7885,2.31116117902056,2.32749741882452,1
4381,2.23156922166537,2.19218122991996,1
26035,2.29069746950154,1.58125548589554,0
11749,2.12951155004446,2.32563902555784,1
25142,0.0,0.0,0
24079,2.207492830341,2.4404599248268,1
12212,2.07590273203515,2.49356837493249,1
10867,2.22998795735722,2.44317722557167,1
15592,2.13390254277164,2.32028026664905,1
750,2.14389391203178,2.36701968915608,1
22391,2.21818780147519,2.46609513521509,1
68,2.23092833261594,2.40397564342267,1
21549,2.10210040566488,2.25598244289201,1
6824,2.22160329731545,2.36702415814604,1
13476,2.21091971607319,2.44849265675488,1
5330,2.20926425871697,2.38663433829542,1
25466,2.15276469811789,2.39435030857706,0
2174,2.22137207419596,2.41226029118619,1
11995,2.29425948765728,2.61280849381772,1
23158,1.80951425584928,2.27040769614281,1
22153,2.17797038019946,2.39683396258396,1
23134,0.693147180559945,1.38629436111989,1
17132,2.20777835742595,2.44495229331937,1
17773,2.18242015369847,2.47369977721393,1
21864,2.11915176573948,2.50558162476996,1
6052,2.28296451414636,2.35980715590129,1
15460,2.20492321142959,2.33444376702872,1
19027,2.22449565385243,2.41691129590233,1
22148,2.23796896818707,2.4524440883275,1
24983,2.17730639707024,2.49695423082432,1
24896,2.29389886906563,2.24822079519274,1
15173,2.17538688614903,2.44444666583393,1
21425,2.26777149710215,2.43992788770107,1
15265,2.21066324006806,2.46913526988531,1
6200,2.13952831726403,2.34833311054031,1
3492,2.25800630673503,2.51587592625728,1
9907,2.38516186893733,2.34529121198415,1
9490,2.31339237537365,2.3725340204449,1
5250,2.22263078365401,2.46362233811645,1
24032,2.1272580853767,2.31116037855762,1
20362,2.1661562089841,2.46858333572535,1
5245,2.23468916067061,2.41840528085785,1
18771,2.19498306039187,2.43143872778265,1
693,2.20942940144414,2.3682702789772,1
12936,2.19463907489577,2.3852352111533,1
18837,2.28340975743578,2.73860897349909,1
22944,1.92512119079082,1.72371357135191,1
5219,2.35838496840344,2.45081852937771,1
23049,0.636514168294813,1.32966134885476,1
5163,2.27314715651405,2.45550553420594,1
14593,2.22074587723423,2.3496140119442,1
8964,2.27627650018067,2.28562414151696,1
7375,2.17911047653751,2.37165455303451,1
9489,2.25485058578716,2.38383809609507,1
18502,2.20008470009824,2.37481879506185,1
14816,2.11806521790411,2.24970826312445,1
10362,2.1509267539547,2.38272658052575,1
14849,2.23880230752337,2.62579028694498,1
12807,2.18854728194365,2.53517594313945,1
19909,2.18988088244843,2.29703316166799,1
3079,2.31522490504639,2.27608958068927,1
183,2.12388891394196,2.3970660798159,1
22449,2.23984910113115,2.56322736730302,1
139,2.22951434727826,2.50655864036678,1
2813,2.05849863260061,2.36564763245253,1
4893,2.11220901444996,2.42575304177625,1
22364,2.17599358216166,2.33604627549084,1
9759,2.25866540183275,2.29059295022337,1
8247,2.29635099626926,2.38851875971059,1
21865,2.17515583700622,2.3735268571687,1
15578,2.19369968497215,2.39853655049726,1
9492,2.23736773059438,2.2735782233098,1
14466,2.23157529153249,2.3597325226902,1
13928,2.15244945591987,2.30603319375241,1
8091,2.3312976359216,2.41199499897187,1
23895,2.19639723907157,2.33045123002778,1
4753,2.20219516515284,2.39481848714519,1
9886,2.1313452831542,2.28059985669044,1
12204,2.21484910079248,2.43251874580263,1
24091,2.29969380949082,2.2076084348607,1
11326,2.14830751110909,2.27440978272799,1
14878,2.2430525741397,2.35081241434822,1
24573,2.06390370060429,2.2710314128643,1
21672,2.14339992736116,2.34080015736989,1
514,2.28007669777303,2.41139449950828,1
21818,2.26679323790326,2.50603753198271,1
22377,2.27471359522175,2.5970502242849,1
2590,2.27755444797908,2.42079114842509,1
1668,2.23701185834409,2.43301449161348,1
9942,2.19578131746799,2.2918679506087,1
6037,2.2988910843007,2.38569296346359,1
9683,2.16859739224011,2.25917348733299,1
10418,2.37480765170881,2.3048938846626,1
187,2.32369876121111,2.34714768921817,1
15344,2.15244561936494,2.4158446090108,1
5992,2.242969449936,2.41451638339503,1
21885,2.40628926133955,2.97886281303014,1
11906,2.16872851151682,2.56090317043245,1
18091,2.20682121515729,2.40917180907878,1
19519,2.23503853467948,2.50105278649027,1
15019,2.33159099691943,2.65132427171576,1
15724,2.22451194669941,2.29380621903402,1
17933,2.17675968772723,2.44108774212151,1
23534,1.33217904021012,2.08874543934893,1
20191,2.25592791444435,2.35922473290589,1
17183,2.24661735095219,2.5696647475761,1
9561,2.22397323924985,2.3504851126837,1
23502,1.56071040904141,1.86008982243377,1
4499,2.21092435066195,2.3707498034242,1
13028,2.22788799981302,2.54151450598351,1
6413,2.27841122990117,2.39429219040189,1
15159,2.21491286757542,2.4459869916035,1
15077,2.2281121349876,2.2896772785958,1
20010,2.25787171218962,2.36074112663793,1
2511,2.13197638028459,2.24018926901203,1
16757,2.19251155585302,2.38264085554646,1
5313,2.27667508569598,2.22116675358759,1
20609,2.22544159154994,2.45051994327112,1
19284,2.25828472569073,2.86215821752337,1
615,2.2517414573685,2.37183618943535,1
14584,2.15940335371431,2.37802963203213,1
26059,1.96338158430996,0.0,0
14960,2.17056691051973,2.40229087953458,1
5437,2.16967691352476,2.39244545498511,1
22075,2.36335355984151,2.77558000994898,1
12342,2.26150024823434,2.3781825518964,1
3109,2.29657537095711,2.43581884165206,1
10117,2.23311581478892,2.29916702673908,1
8296,2.27585101888117,2.39411106503734,1
3771,2.13944284274577,2.29319434118053,1
14564,2.23020854869722,2.50438526320955,1
8976,2.313778818618,2.39163508966087,1
3055,2.32448877190926,2.28977387190384,1
4528,2.22299013576312,2.22959947479477,1
17161,2.05918876125743,2.33591153588784,1
11269,2.32969781882472,2.31613117288116,1
1927,2.32125807187469,2.48404358067656,1
23503,1.09861228866811,1.96869320850494,1
6742,2.26706464458748,2.39381266838182,1
540,2.21987629003102,2.37690439457324,1
653,2.18935704851704,2.24801500794289,1
8606,2.30972284037848,2.40086364186123,1
8300,2.29288578776879,2.41732251895922,1
16976,2.14259239462246,2.34080140287049,1
1989,2.26515545171938,2.39346591441384,1
25805,2.56856185844784,1.69913629951677,0
13007,2.21379867304047,2.43960418241487,1
24040,2.22891940465709,2.36575724994292,1
24615,2.2056370393963,2.32705155902809,1
10697,2.15653649302835,2.29674221432205,1
23538,1.49417513828931,1.88601923298916,1
5686,2.32688828502163,2.41503542374251,1
15553,2.24496230242655,2.48499679355343,1
7271,2.23232253805896,2.49647034350825,1
624,2.29351927883387,2.40449829790246,1
25433,2.35816683063908,2.86890138485531,0
23973,2.22997308303165,2.25554862311839,1
2991,2.2325920091211,2.33408900284836,1
7104,2.2703005334429,2.38373366951552,1
1111,2.30166358033016,2.52075172877429,1
19066,2.14487507006184,2.37861953101966,1
16160,2.18498460816597,2.42643917706893,1
2945,2.16279642172983,2.27454897289782,1
23248,2.06890578100333,2.22280423377402,1
15430,2.29326216261586,2.35199614224208,1
17065,2.27701754360983,2.56168174984548,1
16131,2.18383872531935,2.37697734400096,1
11716,2.30147842029763,3.03754105599225,1
19006,2.17688932606892,2.44968501957159,1
10020,2.22817546339865,2.3764386195016,1
20088,2.19234650708727,2.46879862964935,1
12609,2.177996335758,2.4595900742064,1
13852,2.24166313729893,2.83910096445022,1
9141,2.24322360328608,2.33688504467803,1
9846,2.19082575893225,2.26964694935523,1
16093,2.1383823981751,2.3918924728166,1
13420,2.22812359638449,2.4793206522455,1
7084,2.28118719945049,2.37588281576725,1
25361,2.36971030014693,2.01867038865159,0
21324,2.25971202977204,2.73323893558859,1
11376,2.21238941159247,2.36688402361651,1
12767,2.13885104901837,2.38479854347877,1
9983,2.21100248368048,2.39841326439251,1
5103,2.3039897435957,2.45197885311908,1
15929,2.1206506563214,2.41628303927548,1
23965,2.14361054222866,2.32723861044852,1
5633,2.27387012262867,2.42685898114172,1
4496,2.24553406171965,2.30212431867768,1
15164,2.03673645091075,2.24978698446159,1
11169,2.25677254850473,2.37660612630596,1
10990,2.25033018861851,2.3378822966477,1
8509,2.23644737764715,2.41565110118765,1
19925,2.16237383863961,2.41882239462836,1
23757,2.216244952107,2.28940619288951,1
8501,2.30049345367921,2.40997435106747,1
16426,2.19035002033301,2.34037490139936,1
11407,2.20518331333371,2.30795250440307,1
4442,2.22395324371104,2.36128672118115,1
1271,2.20928743918707,2.40457289703075,1
15723,1.96262005541495,2.45719405723129,1
7122,2.31509366771692,2.46127842777217,1
494,2.32039959255805,2.34872172089183,1
4252,2.14271700726903,2.27665119404958,1
22580,1.93612317703704,2.07193354767969,1
25321,1.98102666770628,2.662828654781,0
10520,2.20887790652249,2.37971216615305,1
19036,2.26901602999023,2.29231001956145,1
16863,2.18875430267458,2.49721430371717,1
23198,2.03900087472793,2.36126083679912,1
19757,2.03887605313264,2.30841217770352,1
21470,2.15735015902553,2.58062242326125,1
14349,2.21307235349984,2.43546466084492,1
20712,2.19638101239693,2.44202604889345,1
12313,2.27617138171931,2.65085348902127,1
8293,2.26932850679192,2.39532055953782,1
3061,2.3284827052518,2.33323091559757,1
14380,2.24472275360076,2.55369270219553,1
14932,2.23126563457227,2.46420806275665,1
9163,2.27316184668865,2.34807322285844,1
17164,2.22517950769153,2.33647048853822,1
833,2.31540540547451,2.26036422098866,1
5058,2.31283693206398,2.52416354039616,1
595,2.22110571245624,2.37099573992187,1
7672,2.3670697130442,2.434939634835,1
2685,2.23522300817121,2.41101401383274,1
10425,2.29318110263989,2.37255735489281,1
10032,2.24914588837687,2.29249706639469,1
24839,2.16964957932585,2.28803528798713,1
6810,2.30737871271923,2.52079774692014,1
23449,1.89378823239114,2.30058556950278,1
6162,2.20973534207039,2.29665893087948,1
5917,2.15898267135107,2.38359166281345,1
7087,2.31585637813047,2.3663111711319,1
12413,2.2167054142261,2.44644654245494,1
20891,2.22698753855844,2.33664643352046,1
15757,2.03904302377254,2.52238633400174,1
2321,2.36646788660325,2.42673745480224,1
10309,2.26950144940163,2.42369642120346,1
2458,2.14626380999372,2.30979070046847,1
23951,2.1936872100011,2.36666176148775,1
19446,2.26689632014731,2.53729836340293,1
15067,2.20305507624141,2.34238280346755,1
910,2.22662500975544,2.39731264793734,1
24216,2.13692924794934,2.2918683800745,1
4862,2.2186832759117,2.38610024912853,1
20872,2.20746740529986,2.45503966601422,1
15584,2.18901190737946,2.3305232330804,1
19049,2.26347791073062,2.81148736858982,1
9073,2.30959573929238,2.45868073905156,1
6493,2.31553430780969,2.38752855925601,1
23278,2.08425418166667,2.22073601189768,1
142,2.31490834494725,2.34409893249048,1
8268,2.1974844704276,2.47091935360524,1
15481,2.18304508523253,2.36332821074992,1
8048,2.20664938293182,2.33299667458141,1
17232,2.08388568447987,2.33295828842166,1
7800,2.28901214848918,2.46227080706271,1
6940,2.27554404810891,2.24528313732614,1
13683,2.23136251475872,2.47888886739752,1
25462,2.1813810550776,0.0,0
10645,2.29640964503463,2.57416742884333,1
25278,2.27982942218706,2.66910454144234,0
3795,2.29113115625108,2.40545923990853,1
2792,2.23965997886183,2.34614004984552,1
15319,2.18313996452133,2.42158790257835,1
14119,2.27398084503858,2.81384418930859,1
4336,2.26751253740531,2.25492800793536,1
3868,2.17670414583548,2.39901598479962,1
6347,2.38407205808614,2.40554279212394,1
11947,2.27930745935443,2.5832120170857,1
10619,2.36926785150008,2.46659466745017,1
19463,2.20614854366986,2.52558245675374,1
18706,2.16561329220806,2.32528494354383,1
18249,2.22018568640744,2.47052476051543,1
21341,2.17979788261952,2.30594471745897,1
14456,2.22650389399979,2.49440055913024,1
24088,2.16161820457451,2.35805817749875,1
25667,0.0,0.0,0
19759,2.17802693763007,2.54367118757814,1
3708,2.34131968391816,2.25436657971892,1
6390,2.26081614177018,2.35375349618792,1
209,2.32730280075032,2.3709282121339,1
24936,2.01504305470405,2.28484580009536,1
25378,2.03979970055447,2.35841676291446,0
17371,2.24006487027432,2.51168647492631,1
8063,2.21469685277067,2.38295703767818,1
8989,2.32571641776858,2.39628856321392,1
1100,2.25146948930132,2.38771247251011,1
24086,2.19278597824074,2.45345621980034,1
19849,2.20356257304669,2.44310235945918,1
22981,1.09861228866811,1.64173471218752,1
9449,2.25616971049629,2.49533988171233,1
15110,2.27476505592743,2.42167941523309,1
16791,2.2597860884533,2.31055449608665,1
4611,2.22549716606616,2.3325435077933,1
12469,2.17469017944642,2.59785298891518,1
21496,2.14804951892805,2.29467865947592,1
4232,2.20062171540354,2.24178267541521,1
22913,1.5498260458782,2.00506835559493,1
16024,2.14238388590838,2.25199632660296,1
7160,2.23566552225822,2.42624640809171,1
15326,2.07546726891506,2.32377596493773,1
2938,2.03910063040072,2.23655326181978,1
1228,2.40831736483958,2.4414068753995,1
6057,2.33079107770247,2.28390693366452,1
10612,2.22887294620472,2.33047940068402,1
10061,2.15455528463547,2.3047215322078,1
22295,2.20870032702297,2.45982082403506,1
148,2.26266030218257,2.40695583222599,1
12382,2.16339234046163,2.38690573629931,1
3862,2.20847672142323,2.33447066232311,1
13845,2.02917452811527,2.24216872213249,1
25962,2.39722021200786,2.5994347850229,0
16003,2.23140395140783,2.39760571082093,1
23638,1.90615474653985,2.329924154596,1
12658,2.22043666892492,2.55125195207757,1
10190,2.27636614428089,2.33719217551113,1
11275,2.29990931654903,2.31708093418323,1
21307,2.28630298552027,2.77965735999202,1
17668,2.39208663496611,2.2719210284705,1
25842,2.59244158314758,1.59773000077109,0
1481,2.25092769709571,2.36724117812475,1
17349,2.19302875022691,2.54036618805647,1
24789,2.2697854449091,2.46945743455423,1
418,2.23870257752147,2.49684066849188,1
12642,2.15820077647342,2.25354707949786,1
25893,2.89101486950728,1.53535253899294,0
13359,2.21017573087399,2.45566859866074,1
181,2.18538155670294,2.45318203473024,1
2798,2.10970229942065,2.308540081022,1
13824,2.16589340297179,2.38522788836673,1
2902,2.21708045332133,2.32396592187643,1
17200,2.28313010354962,2.73276480773458,1
22426,2.20365519965799,2.39772384202242,1
11143,2.19912540823854,2.40379580267007,1
8153,2.29327395542249,2.29700403676051,1
25728,0.0,0.0,0
1738,2.29390166559504,2.40497277580865,1
21234,2.1282670741792,2.40986482270501,1
9310,2.1864463381145,2.46688015101252,1
24756,2.05236209888629,2.58236438832192,1
23245,2.08915735555517,2.26378922854199,1
10972,2.21956707427718,2.53078289989287,1
9007,2.2095934300788,2.36932616626979,1
11459,1.75684978903317,2.27455408635711,1
20190,2.16844768352445,2.3753924115711,1
9374,2.27118365300437,2.47367914251948,1
4707,2.23020518836463,2.31618097953949,1
14422,2.15625573422595,2.48326971962417,1
8902,2.246360248979,2.44174865184271,1
12562,2.2184840506806,2.45980839672219,1
12423,2.0452431978771,2.30436414971012,1
14568,2.13421257637653,2.37144871408496,1
19460,2.17257520260562,2.43318974368296,1
10390,2.32197453211556,2.37258486738474,1
526,2.22724737584623,2.32657503871836,1
11628,2.11439119522035,2.35099158721813,1
8499,2.24395991342102,2.36040648412229,1
19706,2.27166783438575,2.46499437115602,1
7925,2.22146180027442,2.40904658850284,1
22019,2.12571949922755,2.75128165241972,1
17070,2.12654936486747,2.40696339643702,1
16774,2.16883490572911,2.36719183267356,1
13978,2.25392718558083,2.40479457422215,1
10784,2.27903847762321,2.37183465763127,1
4817,2.23016490924737,2.28080350394914,1
5544,2.22143582421197,2.36731710922918,1
20796,2.33359308582802,2.84739714181144,1
23937,2.13529206330471,2.29076069317462,1
9048,2.2420730023249,2.43313426788309,1
13777,2.1581228213834,2.42365416900272,1
24295,2.04341650234142,2.24757079400879,1
8504,2.36695706010593,2.38481842404055,1
11849,2.26752246237021,2.36536042643295,1
24725,2.23838704113559,2.3707844002559,1
9917,2.22403015770366,2.53993311103983,1
6315,2.25299031231357,2.42241690860148,1
6249,2.29351332311252,2.3273126938623,1
10812,2.2622123491426,2.30977213293351,1
10523,2.21246243519268,2.36664663434538,1
17114,2.19247546255186,2.43778928365051,1
6284,2.26386395530847,2.33142995980113,1
15462,2.28324094979195,2.42112328655134,1
72,2.2198170464237,2.40812753169361,1
746,2.19791278798376,2.2993692582877,1
5789,2.3369146403143,2.3989225264923,1
17925,2.10744370801209,2.25693926151771,1
25500,2.37811620612884,2.8469607485914,0
22582,2.1465632974668,2.1917559128738,1
19954,2.1745138731928,2.42292563793819,1
16014,2.14112564432805,2.40112566701814,1
4216,2.14711505903634,2.2704635050786,1
9399,2.17884136224126,2.29453878634743,1
10344,2.13685142626553,2.32599751540962,1
19421,2.19774260626555,2.40652861501486,1
7364,2.27616878632141,2.44892959222041,1
533,2.26491757185276,2.3737345279666,1
23672,2.23819337011471,2.29549614746594,1
11861,2.22867171454951,2.70128644976986,1
10025,2.19486533252058,2.35131519902428,1
7300,2.29271405718753,2.44408639889533,1
14402,2.12176896159113,2.4202273333993,1
5717,2.27795447638944,2.35290879677316,1
3849,2.19263207268651,2.30812869918435,1
24700,2.2197828572591,2.45267251609885,1
13534,2.20208231112104,2.48726251345151,1
14851,2.17667206763878,2.82331549942766,1
5383,2.3515404708843,2.48849466247438,1
12144,2.15326636581068,2.37152314704271,1
11962,2.20787435734888,2.53717904730128,1
1038,2.34056166942083,2.24455764451382,1
2723,2.21276314348436,2.40674381147321,1
821,2.28443377443424,2.29855732315726,1
15751,2.21990448945937,2.33581472660717,1
12289,2.16996923475532,2.26640278070017,1
10262,2.25420198943443,2.52979727239,1
15875,2.24729136564355,2.23975896801614,1
25601,2.6096251713538,2.4667588107095,0
14036,2.22079291994823,2.44799918591136,1
24378,2.21725514975583,2.34198964601957,1
12886,2.1517117404129,2.38794694541565,1
7509,2.29371954250345,2.40418063318528,1
10347,2.19765355141059,2.38152962530878,1
5080,2.20706708028642,2.33708457341939,1
6169,2.19574061540702,2.32413822828675,1
12082,2.24256083094832,2.24210798979317,1
4630,1.99068066252627,2.26864200306635,1
4077,2.20910157400634,2.2870088928027,1
13366,2.16674337082397,2.29782618935068,1
10353,2.27141949149814,2.35000782541461,1
19054,2.2258461546313,2.39697835427831,1
13940,2.22320919761287,2.48718082949179,1
17412,2.25367132055875,2.43508110005177,1
5095,2.26250422985977,2.59954697144641,1
10016,2.27542559540305,2.51953333795861,1
12987,2.16854664070103,2.40874111158358,1
20955,2.190397164087,2.36795863674904,1
15438,2.26088628471797,2.39306604763451,1
11468,1.99610057279744,2.26246406068737,1
5337,2.30562367395054,2.5895385068843,1
24878,2.23875418142968,2.23733213259131,1
6630,2.37185449392094,2.36587736052267,1
14725,2.18416491199186,2.24899736241775,1
4156,2.05246204105309,2.33115200352127,1
25272,2.26537096386286,0.0,0
21551,2.20005243181495,2.27212870417596,1
717,2.26680450013584,2.27649566273263,1
18699,2.18751955462514,2.3457328331694,1
1660,2.26143221759403,2.41126196700244,1
8275,2.27210674527658,2.43840042084094,1
23136,2.00008522149066,2.21751400421991,1
13727,2.16963716713559,2.50186162299987,1
5055,2.27550120968893,2.38971761867136,1
10368,2.18831987396387,2.37081472836883,1
10662,2.00935034795257,2.27535063311016,1
16853,2.21773084484852,2.4205689732904,1
22703,1.84622021932163,2.16064744827498,1
22614,1.8541484615887,2.07600693211206,1
17961,2.1347153590513,2.55453017481685,1
8813,2.25451289739358,2.43650819046858,1
24264,2.17431993996603,2.36232185061874,1
16104,2.17202309610123,2.32619077306048,1
23752,1.95421167256604,2.35248314840165,1
825,2.25624360974872,2.30059301136247,1
21238,2.1650266213562,2.45115680966345,1
3762,2.16108924149938,2.34250622916908,1
22835,1.38629436111989,2.42827363752287,1
2026,2.2301573858733,2.27694636242144,1
17744,2.18250497152456,2.34991407422634,1
5262,2.19587394683679,2.37762319975015,1
4153,2.18469372523065,2.34523154497418,1
6950,2.28552116034354,2.29740688144974,1
11416,2.21481585322264,2.3177300162089,1
15679,2.21350612609822,2.44472035894044,1
24157,2.15588819694338,2.36596363456113,1
18665,2.11817847183095,2.39659450291495,1
23822,2.20347728757282,2.30260954761618,1
20734,2.33787590862869,2.75214961060014,1
13499,2.17915970421422,2.49378849329447,1
23053,1.32966134885476,1.87464074053575,1
21631,2.20959134191927,2.57203278447531,1
7621,2.22894278275664,2.33494859752531,1
12933,2.03706272535708,2.30289168708713,1
15931,2.23445310964686,2.35272415065355,1
15236,2.18706791528003,2.45026098771786,1
17661,2.11123167600282,2.33968265793993,1
22980,0.636514168294813,1.33217904021012,1
10212,2.23216765144876,2.41108932140009,1
15167,2.34693848608813,2.90448771121279,1
2319,2.18688966862413,2.37803914626291,1
19681,2.14148322571443,2.39617611484932,1
7988,2.27186639364582,2.36786723604307,1
20810,2.01760977900841,2.03306500318619,1
21042,2.24860769686856,2.6867076457366,1
17133,2.20777835742595,2.44495229331937,1
2642,2.26658647944792,2.49120100893122,1
