filepath,trackNum,instrument,isDrum,hasTimeSignatures,medianMetricDepth,tpq,velocity_per_track,onset_per_track,velocity_entropy_per_track,onset_entropy_per_track,duration,midi_score_track
./asap-dataset-master/Bach/Fugue/bwv_863/TongB01M.mid,0,0,FALSE,TRUE,12,480,56,58,2.07358728601148,2.30408872269727,803,FALSE
./asap-dataset-master/Bach/Fugue/bwv_864/SunD01M.mid,0,0,FALSE,TRUE,12,480,63,57,2.21787872786029,2.45532038453567,1188,FALSE
./asap-dataset-master/Bach/Fugue/bwv_865/Rizikov01M.mid,0,0,FALSE,TRUE,12,384,73,52,2.14132278392943,2.32340159595791,2398,FALSE
./asap-dataset-master/Bach/Fugue/bwv_865/Teo01M.mid,0,0,FALSE,TRUE,12,384,73,52,2.23525050784326,2.33736719682311,2456,FALSE
./asap-dataset-master/Bach/Fugue/bwv_865/ZhangE01M.mid,0,0,FALSE,TRUE,12,480,90,58,2.19809665797544,2.23246399206824,2402,FALSE
./asap-dataset-master/Bach/Fugue/bwv_866/SOLOM02.mid,0,0,FALSE,TRUE,12,480,44,58,2.21662965183933,2.25119347602145,946,FALSE
./asap-dataset-master/Bach/Fugue/bwv_867/HuNY01M.mid,0,0,FALSE,TRUE,12,480,71,55,2.15664317045578,2.33963738051866,747,FALSE
./asap-dataset-master/Bach/Fugue/bwv_867/Sham01M.mid,0,0,FALSE,TRUE,12,384,74,43,2.05069629868996,2.3629998583562,739,FALSE
./asap-dataset-master/Bach/Fugue/bwv_868/GonzalezJ05M.mid,0,0,FALSE,TRUE,12,384,67,49,2.22845027409933,2.20328655086854,872,FALSE
./asap-dataset-master/Bach/Fugue/bwv_870/ChenW01M.mid,0,0,FALSE,TRUE,12,480,67,56,2.0827995783471,2.57373657846538,1070,FALSE
./asap-dataset-master/Bach/Fugue/bwv_870/LeeE01M.mid,0,0,FALSE,TRUE,12,480,67,55,2.14568347577233,2.41026088112386,1049,FALSE
./asap-dataset-master/Bach/Fugue/bwv_870/MaximovI01M.mid,0,0,FALSE,TRUE,12,384,63,51,2.10415439670201,2.26902995163541,1092,FALSE
./asap-dataset-master/Bach/Fugue/bwv_873/Lisiecki02.mid,0,0,FALSE,TRUE,12,480,73,47,2.23027391479093,2.311051418092,1385,FALSE
./asap-dataset-master/Bach/Fugue/bwv_873/Lisiecki13M.mid,0,0,FALSE,TRUE,12,384,77,51,2.11345560969555,2.2740847530813,1380,FALSE
./asap-dataset-master/Bach/Fugue/bwv_874/BianF01.mid,0,0,FALSE,TRUE,12,480,66,47,1.99803854731373,2.29138239317328,867,FALSE
./asap-dataset-master/Bach/Fugue/bwv_874/Kurz01M.mid,0,0,FALSE,TRUE,12,384,74,50,2.01915776458742,2.26964159687693,872,FALSE
./asap-dataset-master/Bach/Fugue/bwv_874/WongWY01M.mid,0,0,FALSE,TRUE,12,480,76,54,1.98838112675233,2.44896311483881,867,FALSE
./asap-dataset-master/Bach/Fugue/bwv_875/Ahfat01M.mid,0,0,FALSE,TRUE,12,384,60,48,2.19785679141323,2.26652900190419,806,FALSE
./asap-dataset-master/Bach/Fugue/bwv_875/CaoJ01M.mid,0,0,FALSE,TRUE,12,480,59,55,2.12906905490488,2.12246992703783,799,FALSE
./asap-dataset-master/Bach/Fugue/bwv_876/SirajA01M.mid,0,0,FALSE,TRUE,12,480,61,53,2.09617345850422,2.25872243152044,691,FALSE
./asap-dataset-master/Bach/Fugue/bwv_876/Song01M.mid,0,0,FALSE,TRUE,12,384,53,49,2.18171134791486,2.20603901273531,704,FALSE
./asap-dataset-master/Bach/Fugue/bwv_880/LeungR01M.mid,0,0,FALSE,TRUE,12,480,68,55,2.04974529428843,2.17754750772398,984,FALSE
./asap-dataset-master/Bach/Fugue/bwv_880/Sun02.mid,0,0,FALSE,TRUE,12,480,64,53,2.12744930050698,2.26157166141928,982,FALSE
./asap-dataset-master/Bach/Fugue/bwv_880/WangA04M.mid,0,0,FALSE,TRUE,12,384,59,50,2.14467427738917,2.28921936427959,975,FALSE
./asap-dataset-master/Bach/Fugue/bwv_883/GuoE01M.mid,0,0,FALSE,TRUE,12,480,81,56,2.01280585030074,2.21947909922864,1452,FALSE
./asap-dataset-master/Bach/Fugue/bwv_883/Herbert02.mid,0,0,FALSE,TRUE,12,480,51,46,2.25602643960003,2.26226765812044,1450,FALSE
./asap-dataset-master/Bach/Fugue/bwv_883/KaiRuiR03.mid,0,0,FALSE,TRUE,12,480,60,57,2.23317920381683,2.24014949207807,1466,FALSE
./asap-dataset-master/Bach/Fugue/bwv_883/Khmara04.mid,0,0,FALSE,TRUE,12,480,60,47,2.11224342785491,2.21667353704154,1443,FALSE
./asap-dataset-master/Bach/Fugue/bwv_883/Lim01.mid,0,0,FALSE,TRUE,12,480,65,57,2.25901361859549,2.22447837668538,1428,FALSE
./asap-dataset-master/Bach/Fugue/bwv_883/LuM01M.mid,0,0,FALSE,TRUE,12,480,75,58,2.15166166020412,2.36196110531797,1544,FALSE
./asap-dataset-master/Bach/Fugue/bwv_884/LiA01M.mid,0,0,FALSE,TRUE,12,480,55,51,2.26492887334115,2.21926697659688,745,FALSE
./asap-dataset-master/Bach/Fugue/bwv_885/Chon02.mid,0,0,FALSE,TRUE,12,480,68,47,2.18273808437242,2.30804023217926,1642,FALSE
./asap-dataset-master/Bach/Fugue/bwv_885/Guo01M.mid,0,0,FALSE,TRUE,12,384,81,52,2.15671212892714,2.31482534074723,1676,FALSE
./asap-dataset-master/Bach/Fugue/bwv_885/Huang04M.mid,0,0,FALSE,TRUE,12,384,73,51,2.06672503802953,2.30916022215055,1659,FALSE
./asap-dataset-master/Bach/Fugue/bwv_885/JeonH01M.mid,0,0,FALSE,TRUE,12,480,70,58,2.28519756951527,2.5627555097203,1662,FALSE
./asap-dataset-master/Bach/Fugue/bwv_885/SINKEV01.mid,0,0,FALSE,TRUE,12,480,60,58,2.21907078142952,2.20886180502122,1664,FALSE
./asap-dataset-master/Bach/Fugue/bwv_885/SINKEV06.mid,0,0,FALSE,TRUE,12,480,61,55,2.27737569241262,2.17062026825411,1671,FALSE
./asap-dataset-master/Bach/Fugue/bwv_887/LiYZ01M.mid,0,0,FALSE,TRUE,12,480,57,58,2.0839065133729,2.35479912384704,1588,FALSE
./asap-dataset-master/Bach/Fugue/bwv_888/ZhaoK01M.mid,0,0,FALSE,TRUE,12,480,57,54,2.19582066703116,2.34034523066224,768,FALSE
./asap-dataset-master/Bach/Fugue/bwv_889/Giesbrecht01M.mid,0,0,FALSE,TRUE,12,384,71,49,2.09726985273716,2.32717350280381,838,FALSE
./asap-dataset-master/Bach/Fugue/bwv_889/LiuY01M.mid,0,0,FALSE,TRUE,12,480,65,57,2.14815943549421,2.23600257941271,848,FALSE
./asap-dataset-master/Bach/Fugue/bwv_889/MunA01M.mid,0,0,FALSE,TRUE,12,480,51,56,2.26288977109061,2.20773488921898,827,FALSE
./asap-dataset-master/Bach/Fugue/bwv_889/Wang01M.mid,0,0,FALSE,TRUE,12,384,62,50,2.21364524797164,2.28329976433477,840,FALSE
./asap-dataset-master/Bach/Fugue/bwv_889/YangY02M.mid,0,0,FALSE,TRUE,12,480,71,55,2.15000552770958,2.14815807207339,849,FALSE
./asap-dataset-master/Bach/Fugue/bwv_889/ZhangW02M.mid,0,0,FALSE,TRUE,12,480,65,54,2.12618010186062,2.22705518578029,830,FALSE
./asap-dataset-master/Bach/Fugue/bwv_891/Duepree06M.mid,0,0,FALSE,TRUE,12,384,76,52,2.18118824993571,2.28780947633106,1760,FALSE
./asap-dataset-master/Bach/Fugue/bwv_892/Hou01M.mid,0,0,FALSE,TRUE,12,384,73,51,2.23326331167253,2.29407569653451,1305,FALSE
./asap-dataset-master/Bach/Fugue/bwv_892/KabuliL01M.mid,0,0,FALSE,TRUE,12,480,69,56,2.17144329405352,2.20387863395819,1310,FALSE
./asap-dataset-master/Bach/Fugue/bwv_893/Kleisen04M.mid,0,0,FALSE,TRUE,12,384,62,52,2.10748246734547,2.31717279842001,992,FALSE
./asap-dataset-master/Bach/Fugue/bwv_893/Levitsky04M.mid,0,0,FALSE,TRUE,12,384,62,51,2.06947080540871,2.30848679756251,1020,FALSE
./asap-dataset-master/Bach/Fugue/bwv_893/Wong01M.mid,0,0,FALSE,TRUE,12,384,54,51,2.08724964161282,2.30207003386577,1031,FALSE
./asap-dataset-master/Bach/Italian_concerto/KyykhynenT03.mid,0,0,FALSE,TRUE,12,384,66,51,2.25374464313129,2.20087129799887,1221,FALSE
./asap-dataset-master/Bach/Italian_concerto/LeeN07.mid,0,0,FALSE,TRUE,12,480,70,29,2.22400373153327,2.48823259160001,1196,FALSE
./asap-dataset-master/Bach/Italian_concerto/TanakaM03.mid,0,0,FALSE,TRUE,12,384,68,51,2.15759856208986,2.23511387828974,1171,FALSE
./asap-dataset-master/Bach/Prelude/bwv_846/Shi05M.mid,0,0,FALSE,TRUE,12,384,57,48,2.11354448388418,2.13497721961486,548,FALSE
./asap-dataset-master/Bach/Prelude/bwv_848/Denisova06M.mid,0,0,FALSE,TRUE,12,384,44,49,2.10046855293019,2.30051576795908,811,FALSE
./asap-dataset-master/Bach/Prelude/bwv_848/Lee01M.mid,0,0,FALSE,TRUE,12,384,57,50,1.98376668730219,2.16695629411371,816,FALSE
./asap-dataset-master/Bach/Prelude/bwv_848/LeeSH01M.mid,0,0,FALSE,TRUE,12,480,55,56,2.1930217173939,2.22438495213571,810,FALSE
./asap-dataset-master/Bach/Prelude/bwv_848/Lin04M.mid,0,0,FALSE,TRUE,12,384,50,50,2.17530302302053,2.29052093341985,810,FALSE
./asap-dataset-master/Bach/Prelude/bwv_848/Lou01M.mid,0,0,FALSE,TRUE,12,384,45,50,2.28061841193994,2.22841375843191,810,FALSE
./asap-dataset-master/Bach/Prelude/bwv_848/MiyashitaM01M.mid,0,0,FALSE,TRUE,12,480,56,54,2.13030047050384,2.34430088045664,811,FALSE
./asap-dataset-master/Bach/Prelude/bwv_848/Mizumoto03M.mid,0,0,FALSE,TRUE,12,384,57,46,2.12140337035146,2.32785467395404,806,FALSE
./asap-dataset-master/Bach/Prelude/bwv_848/SunY01M.mid,0,0,FALSE,TRUE,12,480,65,53,2.00635409895107,2.14680469012078,811,FALSE
./asap-dataset-master/Bach/Prelude/bwv_848/Zhou01M.mid,0,0,FALSE,TRUE,12,384,53,49,2.17404703695328,2.20198322555539,808,FALSE
./asap-dataset-master/Bach/Prelude/bwv_854/LuA01M.mid,0,0,FALSE,TRUE,12,480,55,48,2.06003732918078,2.31024713869,459,FALSE
./asap-dataset-master/Bach/Prelude/bwv_854/MiyashitaM01M.mid,0,0,FALSE,TRUE,12,480,41,49,2.14074948406926,2.17388683523942,444,FALSE
./asap-dataset-master/Bach/Prelude/bwv_854/Ozaki01M.mid,0,0,FALSE,TRUE,12,384,54,48,2.20090823587774,2.20277845419897,443,FALSE
./asap-dataset-master/Bach/Prelude/bwv_854/Richardson01M.mid,0,0,FALSE,TRUE,12,384,45,47,2.22642672784196,2.25986567147984,444,FALSE
./asap-dataset-master/Bach/Prelude/bwv_854/WangA01M.mid,0,0,FALSE,TRUE,12,480,50,46,2.10850622338249,2.31227416851492,465,FALSE
./asap-dataset-master/Bach/Prelude/bwv_856/LuoJ01M.mid,0,0,FALSE,TRUE,12,480,51,56,2.13783429162934,2.32685257634341,824,FALSE
./asap-dataset-master/Bach/Prelude/bwv_857/Bult-ItoS02M.mid,0,0,FALSE,TRUE,12,480,67,53,2.06878012421414,2.26775962493478,549,FALSE
./asap-dataset-master/Bach/Prelude/bwv_857/Lan01M.mid,0,0,FALSE,TRUE,12,384,56,49,2.19823429277388,2.20784233634136,566,FALSE
./asap-dataset-master/Bach/Prelude/bwv_857/Lisiecki04M.mid,0,0,FALSE,TRUE,12,384,66,48,2.07898223455913,2.15229415081622,556,FALSE
./asap-dataset-master/Bach/Prelude/bwv_857/ToA01M.mid,0,0,FALSE,TRUE,12,480,56,53,2.07190512664848,2.22256643553269,557,FALSE
./asap-dataset-master/Bach/Prelude/bwv_857/WangA01M.mid,0,0,FALSE,TRUE,12,480,52,50,2.27158095044329,2.30058511780927,526,FALSE
./asap-dataset-master/Bach/Prelude/bwv_857/YuP01M.mid,0,0,FALSE,TRUE,12,480,58,49,2.15087232874847,2.08593312176129,559,FALSE
./asap-dataset-master/Bach/Prelude/bwv_858/VuV01M.mid,0,0,FALSE,TRUE,12,480,51,52,1.86498240559658,2.20489938248775,439,FALSE
./asap-dataset-master/Bach/Prelude/bwv_858/Zhang01M.mid,0,0,FALSE,TRUE,12,384,54,47,1.98578731825177,2.18270200346963,486,FALSE
./asap-dataset-master/Bach/Prelude/bwv_860/Ko04M.mid,0,0,FALSE,TRUE,12,384,54,50,2.12399163604445,2.30904686063991,616,FALSE
./asap-dataset-master/Bach/Prelude/bwv_860/Nikiforov05M.mid,0,0,FALSE,TRUE,12,384,49,51,2.09286433640933,2.27971706717982,608,FALSE
./asap-dataset-master/Bach/Prelude/bwv_860/Tetzloff04M.mid,0,0,FALSE,TRUE,12,384,56,52,2.33570147726243,2.31859421795194,612,FALSE
./asap-dataset-master/Bach/Prelude/bwv_860/TuanS01M.mid,0,0,FALSE,TRUE,12,480,57,53,2.35538395171512,2.21089070974435,613,FALSE
./asap-dataset-master/Bach/Prelude/bwv_860/YoungS01M.mid,0,0,FALSE,TRUE,12,480,57,51,2.27412072197142,2.25719247108901,611,FALSE
./asap-dataset-master/Bach/Prelude/bwv_860/ZhangH04M.mid,0,0,FALSE,TRUE,12,384,55,49,2.14387681250387,2.23074583521744,608,FALSE
./asap-dataset-master/Bach/Prelude/bwv_862/Song04M.mid,0,0,FALSE,TRUE,12,384,60,48,2.17090646243504,2.26651062104993,675,FALSE
./asap-dataset-master/Bach/Prelude/bwv_863/LeeN01M.mid,0,0,FALSE,TRUE,12,480,57,52,2.08541260863646,2.35925669557825,562,FALSE
./asap-dataset-master/Bach/Prelude/bwv_863/Shychko01M.mid,0,0,FALSE,TRUE,12,384,56,47,2.03150896801384,2.3218232265534,564,FALSE
./asap-dataset-master/Bach/Prelude/bwv_863/TongB01M.mid,0,0,FALSE,TRUE,12,480,53,56,2.13778139081546,2.26783791060028,564,FALSE
./asap-dataset-master/Bach/Prelude/bwv_864/SunD01M.mid,0,0,FALSE,TRUE,12,480,54,54,2.20654338665382,2.42672403909712,611,FALSE
./asap-dataset-master/Bach/Prelude/bwv_865/Rizikov01M.mid,0,0,FALSE,TRUE,12,384,55,47,2.28545272464178,2.25434963039089,612,FALSE
./asap-dataset-master/Bach/Prelude/bwv_865/Teo01M.mid,0,0,FALSE,TRUE,12,384,54,49,2.16120275909912,2.26383128769689,613,FALSE
./asap-dataset-master/Bach/Prelude/bwv_865/ZhangE01M.mid,0,0,FALSE,TRUE,12,480,61,53,2.12023580778099,2.22538655815597,610,FALSE
./asap-dataset-master/Bach/Prelude/bwv_866/SOLOM02.mid,0,0,FALSE,TRUE,12,480,56,53,2.19474763479303,2.29100835438362,638,FALSE
./asap-dataset-master/Bach/Prelude/bwv_867/HuNY01M.mid,0,0,FALSE,TRUE,12,480,71,53,1.91730390202335,2.44493409150523,769,FALSE
./asap-dataset-master/Bach/Prelude/bwv_867/Sham01M.mid,0,0,FALSE,TRUE,12,384,75,50,2.07665449660832,2.3921554532673,777,FALSE
./asap-dataset-master/Bach/Prelude/bwv_868/GonzalezJ05M.mid,0,0,FALSE,TRUE,12,384,62,46,2.13596392921596,2.2949794928992,414,FALSE
./asap-dataset-master/Bach/Prelude/bwv_870/ChenW01M.mid,0,0,FALSE,TRUE,12,480,71,54,2.14753458125652,2.38062612350465,834,FALSE
./asap-dataset-master/Bach/Prelude/bwv_870/LeeE01M.mid,0,0,FALSE,TRUE,12,480,61,55,2.17086108340253,2.36104376817895,834,FALSE
./asap-dataset-master/Bach/Prelude/bwv_870/MaximovI01M.mid,0,0,FALSE,TRUE,12,384,60,52,2.24993216283624,2.20860597982964,833,FALSE
./asap-dataset-master/Bach/Prelude/bwv_873/Lisiecki02.mid,0,0,FALSE,TRUE,12,480,69,47,2.06193647257796,2.30101238014297,1358,FALSE
./asap-dataset-master/Bach/Prelude/bwv_873/Lisiecki13M.mid,0,0,FALSE,TRUE,12,384,76,50,2.09307031667624,2.33549692703983,1358,FALSE
./asap-dataset-master/Bach/Prelude/bwv_874/BianF01M.mid,0,0,FALSE,TRUE,12,384,75,51,2.222720370628,2.2731362895272,1574,FALSE
./asap-dataset-master/Bach/Prelude/bwv_874/WongWY01M.mid,0,0,FALSE,TRUE,12,480,65,57,2.2648392287629,2.33135736552428,1551,FALSE
./asap-dataset-master/Bach/Prelude/bwv_875/Ahfat01M.mid,0,0,FALSE,TRUE,12,384,71,52,2.02700532026322,2.24159755215758,1103,FALSE
./asap-dataset-master/Bach/Prelude/bwv_875/CaoJ01M.mid,0,0,FALSE,TRUE,12,480,63,58,2.11012342663581,2.23450319675151,1099,FALSE
./asap-dataset-master/Bach/Prelude/bwv_875/HONG04M.mid,0,0,FALSE,TRUE,12,480,55,57,2.21310970939833,2.21143814506151,1104,FALSE
./asap-dataset-master/Bach/Prelude/bwv_876/SirajA01M.mid,0,0,FALSE,TRUE,12,480,59,56,2.19820518290521,2.25113767053363,920,FALSE
./asap-dataset-master/Bach/Prelude/bwv_876/Song01M.mid,0,0,FALSE,TRUE,12,384,56,51,2.2656377113205,2.27248348199556,924,FALSE
./asap-dataset-master/Bach/Prelude/bwv_880/LeungR01M.mid,0,0,FALSE,TRUE,12,480,66,57,2.22853226504668,2.13954847482557,1240,FALSE
./asap-dataset-master/Bach/Prelude/bwv_880/Sun02.mid,0,0,FALSE,TRUE,12,480,66,57,2.24618309260425,2.16532980471127,1237,FALSE
./asap-dataset-master/Bach/Prelude/bwv_880/WangA04M.mid,0,0,FALSE,TRUE,12,384,53,51,2.37322713118143,2.27668686020644,1243,FALSE
./asap-dataset-master/Bach/Prelude/bwv_883/GuoE01M.mid,0,0,FALSE,TRUE,12,480,69,54,2.28584761686836,2.22746880657808,892,FALSE
./asap-dataset-master/Bach/Prelude/bwv_883/Lim01.mid,0,0,FALSE,TRUE,12,480,56,55,2.06448328349818,2.20373564108311,888,FALSE
./asap-dataset-master/Bach/Prelude/bwv_883/LuM01M.mid,0,0,FALSE,TRUE,12,480,70,53,2.14188262396263,2.25846856181951,888,FALSE
./asap-dataset-master/Bach/Prelude/bwv_884/LiA01M.mid,0,0,FALSE,TRUE,12,480,57,57,2.1040184866317,2.28360594184928,908,FALSE
./asap-dataset-master/Bach/Prelude/bwv_885/Chon02.mid,0,0,FALSE,TRUE,12,480,62,44,2.03376386505841,2.33281050443527,510,FALSE
./asap-dataset-master/Bach/Prelude/bwv_885/Guo01M.mid,0,0,FALSE,TRUE,12,384,59,47,2.10601530425314,2.25095576229276,524,FALSE
./asap-dataset-master/Bach/Prelude/bwv_885/Huang04M.mid,0,0,FALSE,TRUE,12,384,65,46,2.11028194344979,2.1796537528626,517,FALSE
./asap-dataset-master/Bach/Prelude/bwv_885/JeonH01M.mid,0,0,FALSE,TRUE,12,480,67,51,2.09294743196822,2.27953633363593,516,FALSE
./asap-dataset-master/Bach/Prelude/bwv_885/SINKEV01.mid,0,0,FALSE,TRUE,12,480,57,53,2.20120014794389,2.17127308718869,523,FALSE
./asap-dataset-master/Bach/Prelude/bwv_885/SINKEV06.mid,0,0,FALSE,TRUE,12,480,65,50,2.2608291993404,2.26734299642675,525,FALSE
./asap-dataset-master/Bach/Prelude/bwv_887/LiYZ01M.mid,0,0,FALSE,TRUE,12,480,65,53,2.25455413252975,2.43295860308714,1305,FALSE
./asap-dataset-master/Bach/Prelude/bwv_888/ZhaoK01M.mid,0,0,FALSE,TRUE,12,480,63,50,1.96956660627872,2.41284588500943,681,FALSE
./asap-dataset-master/Bach/Prelude/bwv_889/Giesbrecht01M.mid,0,0,FALSE,TRUE,12,384,52,51,2.12266079672089,2.22042145889215,785,FALSE
./asap-dataset-master/Bach/Prelude/bwv_889/LiuY01M.mid,0,0,FALSE,TRUE,12,480,53,54,2.12427341922687,2.21091848577206,782,FALSE
./asap-dataset-master/Bach/Prelude/bwv_889/MunA01M.mid,0,0,FALSE,TRUE,12,480,49,54,2.09623319826137,2.21787136468845,780,FALSE
./asap-dataset-master/Bach/Prelude/bwv_889/Wang01M.mid,0,0,FALSE,TRUE,12,384,52,49,2.09706868739764,2.21374299468467,786,FALSE
./asap-dataset-master/Bach/Prelude/bwv_889/YangY02M.mid,0,0,FALSE,TRUE,12,480,57,53,1.9128475957025,2.21249873695535,789,FALSE
./asap-dataset-master/Bach/Prelude/bwv_889/ZhangW02M.mid,0,0,FALSE,TRUE,12,480,60,55,2.11977278009853,2.14546829136452,795,FALSE
./asap-dataset-master/Bach/Prelude/bwv_891/BLINOV04M.mid,0,0,FALSE,TRUE,12,480,51,57,2.12108675698334,2.21535666892346,1180,FALSE
./asap-dataset-master/Bach/Prelude/bwv_891/Duepree06M.mid,0,0,FALSE,TRUE,12,384,59,51,1.99831444521462,2.24197402329626,1185,FALSE
./asap-dataset-master/Bach/Prelude/bwv_892/Hou01M.mid,0,0,FALSE,TRUE,12,384,62,52,2.17391037077132,2.26049550194104,1084,FALSE
./asap-dataset-master/Bach/Prelude/bwv_892/KabuliL01M.mid,0,0,FALSE,TRUE,12,480,62,56,2.06353079603646,2.21243320238358,1086,FALSE
./asap-dataset-master/Bach/Prelude/bwv_893/Kleisen04M.mid,0,0,FALSE,TRUE,12,384,55,52,2.18554654528942,2.15088097554556,876,FALSE
./asap-dataset-master/Bach/Prelude/bwv_893/Levitsky04M.mid,0,0,FALSE,TRUE,12,384,54,49,2.19038755996898,2.312115796414,885,FALSE
./asap-dataset-master/Bach/Prelude/bwv_893/Wong01M.mid,0,0,FALSE,TRUE,12,384,58,49,2.18782096820475,2.13528660749501,895,FALSE
./asap-dataset-master/Balakirev/Islamey/CHEN04.mid,0,0,FALSE,TRUE,12,480,110,58,2.14594383973166,2.28147248789139,8106,FALSE
./asap-dataset-master/Balakirev/Islamey/CHEN10M.mid,0,0,FALSE,TRUE,12,480,109,58,2.15144058947563,2.27416613803301,7984,FALSE
./asap-dataset-master/Balakirev/Islamey/Cho05.mid,0,0,FALSE,TRUE,12,480,111,58,2.1830690871054,2.2822351983107,8521,FALSE
