filepath,trackNum,instrument,isDrum,hasTimeSignatures,medianMetricDepth,tpq,cleaned_track
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/3._Poème_ailé/00559.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Robert_Schumann/Kinderszenen,_Op._15/4._Bittendes_Kind/00651.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Robert_Schumann/Davidsbündlertänze,_Op._6/2._Innig/01705.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/33_Piano_Variations_In_C,_Op._120_On_A_Waltz_By_Anton_Diabelli/Variation_XXIII._Allegro_assai/08694.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Robert_Schumann/Bunte_Blatter,_Op._99/Geschwindmarsch/01203.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.19_in_C_minor,_D.958/1._Allegro/03879.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/Piano_Sonata_No._20_in_G_Major,_Op._49_No._2/I._Allegro_ma_non_troppo/06074.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Frederic_Chopin/Nocturne_No._15_in_F_Minor,_Op._55_No._1/11319.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/III._Allegro_ma_non_troppo_-_Presto/07282.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Frederic_Chopin/12_Études,_Op._25/No._12_in_C_Minor/09697.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/Piano_Sonata_No._14_in_C-Sharp_Minor,_Op._27_No._2_""Moonlight""/1._Adagio_sostenuto/08964.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/15_Three-part_Inventions/No._5_in_E_flat,_BWV_791/02867.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/Piano_Sonata_No._27_in_E_Minor,_Op._90/II._Nicht_zu_geschwind_und_sehr_singbar_vorgetragen/08485.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_1,_L._117/No._3,_Le_vent_dans_la_plaine/03040.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Frederic_Chopin/Prelude,_Op._28/No._9_in_E_Major/09854.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/English_Suite_No.2_in_A_minor,_BWV_807/6._Gigue/02732.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/Bagatelles,_Op._126/No._6_in_E-Flat_Major/06012.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Wolfgang_Amadeus_Mozart/Piano_Sonata_No._5_in_G_Major,_K._283/I._Allegro/05315.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/Piano_Sonata_No._28_in_A_Major,_Op._101/II._Lebhaft._Marschmassig/07865.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Franz_Schubert/3_Klavierstücke,_D._946/No._3_in_C_Major/04355.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Frederic_Chopin/12_Études,_Op._25/No._8_in_D-Flat_Major/09653.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/Piano_Sonata_No._3_in_C_Major,_Op._2_No._3/I._Allegro_con_brio/06129.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No._15_in_C_Major,_D._840_""Reliquie""/II._Andante/03833.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Dmitri_Shostakovich/Preludes_and_Fugues_for_Piano,_Op.87/Prelude_&_Fugue_No.5_in_D_major:_Fugue/03676.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Claude_Debussy/Suite_bergamasque,_L._75/III._Clair_de_lune/03111.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Sergei_Rachmaninoff/10_Preludes,_Op._23/No._6_in_E-Flat_Major:_Andante/00221.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Robert_Schumann/Kinderszenen,_Op._15/9._Ritter_vom_Steckenpferd/00619.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Wolfgang_Amadeus_Mozart/Piano_Sonata_No._14_in_C_Minor,_K._457/I._Molto_allegro/05407.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/Piano_Sonata_No._21_in_C_major,_Op._53,_""Waldstein""/III._Rondo:_Allegretto_moderato/07058.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Sergei_Rachmaninoff/13_Preludes,_Op._32/No._6_in_F_Minor:_Allegro_appassionato/00042.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Frederic_Chopin/Impromptu_No._2_in_F-Sharp_Major,_Op._36/11561.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/Piano_Sonata_No._28_in_A_Major,_Op._101/IV._Geschwind,_doch_nicht_zu_sehr,_und_mit_Entschlossenheit/07890.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Robert_Schumann/Kinderszenen,_Op._15/2._Kuriöse_Geschichte/00698.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Franz_Schubert/Piano_Sonata_No.19_in_C_minor,_D.958/1._Allegro/03876.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/Piano_Sonata_No._17_in_D_Minor,_Op._31_No._2_""Tempest""/III._Allegretto/08426.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Frederic_Chopin/Piano_Sonata_No._3_in_B_Minor,_Op._58/III._Largo/10145.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Frederic_Chopin/Berceuse_in_D_flat,_Op._57/11613.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/Piano_Sonata_No._23_in_F_Minor,_Op._57_""Appassionata""/II._Andante_con_moto/07352.mid",0,0,FALSE,TRUE,12,384,FALSE
Eval-subsets/ATEPP-1/Modest_Mussorgsky/Pictures_at_an_Exhibition/II._Old_Castle/03419.mid,0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/English_Suite_No.4_in_F,_BWV_809/1._Prélude/02059.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Johannes_Brahms/4_Piano_Pieces,_Op._119/No._1,_Intermezzo_in_B_Minor/05161.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/English_Suite_No.3_in_G_minor,_BWV_808/3._Courante/02393.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Ludwig_van_Beethoven/Piano_Sonata_No._4_in_E-Flat_Major,_Op._7_""Grand""/II._Largo,_con_gran_espressione/06759.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._11_in_B-Flat_Minor/00460.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/French_Suite_No.6_in_E,_BWV_817/7._Bourrée/02834.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Wolfgang_Amadeus_Mozart/Piano_Sonata_No.9_in_D,_K.311/3._Rondeau_(Allegro)/05354.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._7_in_F_Minor/00524.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Wolfgang_Amadeus_Mozart/Piano_Sonata_No.9_in_D,_K.311/2._Andantino_con_espressione/05372.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Pyotr_Ilyich_Tchaikovsky/The_Seasons,_Op._37a,_TH_135/5._May:_White_Nights/04539.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Frederic_Chopin/Fantaisie_in_F_minor,_Op._49/11247.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._7_in_B-Flat_Minor/00476.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Frederic_Chopin/Prelude,_Op._28/No._6_in_B_Minor/09802.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Wolfgang_Amadeus_Mozart/Piano_Sonata_No._1_in_C,_K.279/3._Allegro/05482.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Robert_Schumann/Kreisleriana,_Op._16/VII._Sehr_rasch/01150.mid",0,0,FALSE,TRUE,12,384,FALSE
"Eval-subsets/ATEPP-1/Johann_Sebastian_Bach/French_Suite_No.2_in_C_minor,_BWV_813/4._Air/01968.mid",0,0,FALSE,TRUE,12,384,FALSE
