filepath,trackNum,instrument,isDrum,hasTimeSignatures,medianMetricDepth,tpq,velocity_per_track,onset_per_track,velocity_entropy_per_track,onset_entropy_per_track
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[90],[57],[2.2340393130778367],[2.3742411696562677]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[96],[58],[2.2634641393765405],[2.2819644883129997]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[98],[58],[2.2744941428383325],[2.3219135158032533]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_05_Track05_wav.midi,0,0,FALSE,TRUE,12,480,[82],[57],[2.1688695266984546],[2.200563652693609]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_06_Track06_wav.midi,0,0,FALSE,TRUE,12,480,[98],[58],[2.228172625152599],[2.2135284319525654]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_08_Track08_wav.midi,0,0,FALSE,TRUE,12,480,[108],[58],[2.2204301699151214],[2.322703277983835]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_13_Track13_wav.midi,0,0,FALSE,TRUE,12,480,[111],[58],[2.2123268043471853],[2.276307882023568]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[75],[58],[2.336875457985628],[2.214626844562831]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[99],[58],[2.325692268017467],[2.2159956150058697]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_06_Track06_wav.midi,0,0,FALSE,TRUE,12,480,[99],[58],[2.192123087567046],[2.2443017869373487]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.midi,0,0,FALSE,TRUE,12,480,[72],[58],[2.24180639884839],[2.164052532415812]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--2.midi,0,0,FALSE,TRUE,12,480,[87],[58],[2.2896598461787177],[2.2338950826191843]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[88],[58],[2.243233359096289],[2.2837247446454843]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_06_Track06_wav.midi,0,0,FALSE,TRUE,12,480,[93],[58],[2.190013373113712],[2.2468792778362054]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_08_Track08_wav.midi,0,0,FALSE,TRUE,12,480,[100],[58],[2.199761818753308],[2.244546534944896]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,0,0,FALSE,TRUE,12,480,[88],[58],[2.3253025506367826],[2.2304413780876122]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--2.midi,0,0,FALSE,TRUE,12,480,[102],[58],[2.178348160712945],[2.2799730765594233]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_04_ORIG_MID--AUDIO_17_R1_2004_09_Track09_wav.midi,0,0,FALSE,TRUE,12,480,[87],[58],[2.1385349002536334],[2.2298910558266827]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_04_ORIG_MID--AUDIO_17_R1_2004_11_Track11_wav.midi,0,0,FALSE,TRUE,12,480,[96],[58],[2.1969844985190505],[2.2954476399618304]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[80],[58],[2.1495640792238317],[2.216384340021988]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_05_Track05_wav.midi,0,0,FALSE,TRUE,12,480,[64],[58],[2.1533539974993747],[2.160101162749728]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_10_Track10_wav.midi,0,0,FALSE,TRUE,12,480,[105],[58],[2.1984349507810035],[2.2409244479279833]
maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_17_Track17_wav.midi,0,0,FALSE,TRUE,12,480,[109],[58],[2.1812623579667574],[2.2986726308457706]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[84],[58],[2.3094071963543685],[2.2351689191894337]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[96],[58],[2.3132015450146466],[2.278831479455055]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_01_R1_2004_03_ORIG_MID--AUDIO_01_R1_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[107],[58],[2.2274515564585555],[2.3372360395602687]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_05_Track05_wav.midi,0,0,FALSE,TRUE,12,480,[97],[58],[2.26223531791592],[2.2454830758897626]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_06_Track06_wav.midi,0,0,FALSE,TRUE,12,480,[101],[58],[2.2232597460798633],[2.310860263445126]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[78],[58],[2.117811340263777],[2.226160637889075]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[110],[58],[2.2350600846004656],[2.328162211204771]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_01-02_ORIG_MID--AUDIO_04_R1_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[105],[58],[2.165949998240968],[2.2698657485774194]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_01-02_ORIG_MID--AUDIO_04_R1_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[94],[58],[2.2178160109744027],[2.2170087884865923]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[96],[56],[2.172006399293441],[2.231032573069371]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_05_Track05_wav.midi,0,0,FALSE,TRUE,12,480,[107],[58],[2.1958184023767986],[2.2317692083580223]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_06_Track06_wav.midi,0,0,FALSE,TRUE,12,480,[69],[57],[2.3984429745012243],[2.170354994309844]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_06_ORIG_MID--AUDIO_04_R1_2004_08_Track08_wav.midi,0,0,FALSE,TRUE,12,480,[109],[58],[2.1514405894756328],[2.2741661380330114]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[102],[58],[2.200604951276987],[2.2814177723032207]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[100],[58],[2.1447751412106966],[2.2737011223064387]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_06_R1_2004_01_ORIG_MID--AUDIO_06_R1_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[106],[58],[2.100245449985736],[2.2513995934037774]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_06_R1_2004_02-03_ORIG_MID--AUDIO_06_R1_2004_05_Track05_wav.midi,0,0,FALSE,TRUE,12,480,[108],[58],[2.202147826183055],[2.3104151640056463]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[99],[58],[2.185974951657962],[2.2464467031915656]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[97],[58],[2.17707585507033],[2.2593294275675913]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[101],[58],[2.188145661948954],[2.239223710858295]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_08_R1_2004_01-02_ORIG_MID--AUDIO_08_R1_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[86],[58],[2.2470300267369803],[2.216883312029342]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_08_R1_2004_01-02_ORIG_MID--AUDIO_08_R1_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[104],[58],[2.136197249228288],[2.2682748399474457]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_08_R1_2004_03_ORIG_MID--AUDIO_08_R1_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[102],[58],[2.2139595116526056],[2.25212247030855]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_08_R1_2004_04-06_ORIG_MID--AUDIO_08_R1_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[105],[58],[2.2034772875728157],[2.3026095476161754]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_08_R1_2004_04-06_ORIG_MID--AUDIO_08_R1_2004_05_Track05_wav--1.midi,0,0,FALSE,TRUE,12,480,[103],[58],[2.1881816651325927],[2.2510128173832737]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_08_R1_2004_04-06_ORIG_MID--AUDIO_08_R1_2004_05_Track05_wav--2.midi,0,0,FALSE,TRUE,12,480,[105],[58],[2.1107725858822177],[2.2373378028442175]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[60],[57],[2.2518562496888577],[2.199999482849229]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[89],[58],[2.135409073453344],[2.2620168335882957]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[96],[58],[2.213747423229086],[2.238118756083923]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav.midi,0,0,FALSE,TRUE,12,480,[94],[58],[2.1962138972236502],[2.2762588411814257]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_07_Track07_wav.midi,0,0,FALSE,TRUE,12,480,[86],[57],[2.1642926625974392],[2.257952043057895]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_08_Track08_wav.midi,0,0,FALSE,TRUE,12,480,[97],[58],[2.2381992386147744],[2.259009439777792]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[74],[55],[2.221842224385522],[2.155955798193828]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[100],[58],[2.2247743653510073],[2.2452287006924716]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_10_R1_2004_03-04_ORIG_MID--AUDIO_10_R1_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[103],[58],[2.0664908056741975],[2.2805252613100544]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_10_R1_2004_05_ORIG_MID--AUDIO_10_R1_2004_05_Track05_wav.midi,0,0,FALSE,TRUE,12,480,[103],[58],[2.15399522134257],[2.2743929486653047]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_11_R1_2004_01-02_ORIG_MID--AUDIO_11_R1_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[93],[58],[2.2224145640997754],[2.187809184409705]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_11_R1_2004_01-02_ORIG_MID--AUDIO_11_R1_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[107],[58],[2.172396435095475],[2.251091298805462]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_11_R1_2004_03-04_ORIG_MID--AUDIO_11_R1_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[107],[58],[2.161505921359949],[2.2929646554886483]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_11_R1_2004_03-04_ORIG_MID--AUDIO_11_R1_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[110],[58],[2.1628049708253196],[2.283572489049819]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R1_2004_01-03_ORIG_MID--AUDIO_14_R1_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[79],[58],[2.037011807145038],[2.2863178895460874]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R1_2004_01-03_ORIG_MID--AUDIO_14_R1_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[101],[58],[2.1499366295888023],[2.2771346547942906]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R1_2004_04_ORIG_MID--AUDIO_14_R1_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[77],[58],[2.3576690416496398],[2.23708379721592]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R1_2004_04_ORIG_MID--AUDIO_14_R1_2004_05_Track05_wav.midi,0,0,FALSE,TRUE,12,480,[72],[55],[2.2097376464355403],[2.245562802692739]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R1_2004_04_ORIG_MID--AUDIO_14_R1_2004_06_Track06_wav.midi,0,0,FALSE,TRUE,12,480,[70],[57],[2.1907887294067865],[2.184280286138379]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[95],[58],[2.168912875845737],[2.241956360904468]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[83],[58],[2.2114923231195878],[2.174974043833509]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[87],[58],[2.1288751402472648],[2.2425647229830563]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[97],[58],[2.1838650136546334],[2.251619027093318]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[100],[58],[2.307850311471149],[2.321440002311679]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[107],[58],[2.244509965005656],[2.2666731973422283]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[101],[58],[2.190460895779308],[2.237242335000935]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R1_2004_04_ORIG_MID--AUDIO_15_R1_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[113],[58],[2.2638871139236163],[2.321997689945138]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[96],[58],[2.3069053541207563],[2.3019031864467383]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[100],[58],[2.16035442369108],[2.3161842340088796]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[100],[58],[2.1922762423653412],[2.3244163465595933]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[97],[58],[2.29076251191727],[2.2583705480624165]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[91],[58],[2.2028267280432074],[2.244305637719733]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[86],[58],[2.1712684990901936],[2.191781102275591]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[84],[58],[2.159726933864858],[2.243656143856364]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[99],[58],[2.2407438406921365],[2.2147515556218234]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[94],[58],[2.1967683107497193],[2.2657575848599376]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[92],[58],[2.120727616014487],[2.2035496420286873]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[83],[58],[2.1784049413131923],[2.3034146923453225]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[87],[58],[2.1938448368016497],[2.252183023963853]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_02_Track02_wav.midi,0,0,FALSE,TRUE,12,480,[100],[58],[2.176112008947227],[2.27040139254482]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_03_Track03_wav.midi,0,0,FALSE,TRUE,12,480,[102],[58],[2.1767721408677736],[2.28618387365185]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_04_Track04_wav.midi,0,0,FALSE,TRUE,12,480,[93],[57],[2.1711917898780264],[2.245806273307839]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_05_Track05_wav.midi,0,0,FALSE,TRUE,12,480,[105],[58],[2.152387036626055],[2.250272249338874]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_04_ORIG_MID--AUDIO_18_R1_2004_07_Track07_wav.midi,0,0,FALSE,TRUE,12,480,[103],[58],[2.181089581356549],[2.268247014290627]
maestro-v3.0.0/2004/MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_01_Track01_wav.midi,0,0,FALSE,TRUE,12,480,[67],[57],[2.137562998386219],[2.238970793609359]
