filepath,trackNum,instrument,isDrum,hasTimeSignatures,medianMetricDepth,tpq,velocity_per_track,onset_per_track,velocity_entropy_per_track,onset_entropy_per_track
Eval-subsets/Saarland Music Data (SMD)/Beethoven_Op031No2-03_002_20090916-SMD.mid,0,0,FALSE,TRUE,12,480,[86],[58],[2.3149297700033453],[2.15484620927114]
Eval-subsets/Saarland Music Data (SMD)/Beethoven_WoO080_001_20081107-SMD.mid,0,0,FALSE,TRUE,12,960,[106],[115],[2.1725154903213344],[2.0529039299803067]
Eval-subsets/Saarland Music Data (SMD)/Brahms_Op005-01_002_20110315-SMD.mid,0,0,FALSE,TRUE,12,480,[110],[58],[2.253343013720334],[2.1357865892808614]
Eval-subsets/Saarland Music Data (SMD)/Brahms_Op010No1_003_20090916-SMD.mid,0,0,FALSE,TRUE,12,480,[102],[58],[2.2754737287354354],[2.1821638405378394]
Eval-subsets/Saarland Music Data (SMD)/Brahms_Op010No2_003_20090916-SMD.mid,0,0,FALSE,TRUE,12,480,[98],[58],[2.213394918335671],[2.2448515165885334]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op010-03_007_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[88],[58],[2.1045524249432686],[2.1659579392860815]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op010-04_007_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[83],[58],[2.2542927779942095],[2.159979927040184]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op026No1_003_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[96],[58],[2.202725184192824],[2.2354584009352236]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op026No2_005_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[100],[58],[2.1881458947675463],[2.11692043120291]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op028-01_003_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[66],[47],[1.9361231770370437],[2.071933547679693]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op028-03_003_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[62],[52],[2.236948427679256],[2.2063719586526718]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op028-04_003_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[73],[50],[2.1465632974667974],[2.1917559128738]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op028-11_003_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[59],[44],[2.0073681046323375],[2.286339826430251]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op028-15_006_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[90],[57],[2.2794211506178277],[2.157003822283769]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op028-17_005_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[89],[58],[2.151500180755954],[2.155545080515562]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op029_004_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[86],[58],[2.0610677568177698],[2.1684607976033172]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op048No1_007_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[95],[58],[2.203475547767666],[2.142876929559246]
Eval-subsets/Saarland Music Data (SMD)/Chopin_Op066_006_20100611-SMD.mid,0,0,FALSE,TRUE,12,480,[91],[58],[2.0558183388968496],[2.1855233823119002]
Eval-subsets/Saarland Music Data (SMD)/Haydn_Hob017No4_003_20090916-SMD.mid,0,0,FALSE,TRUE,12,480,[89],[58],[2.1828314668975484],[2.16630610134019]
Eval-subsets/Saarland Music Data (SMD)/Haydn_HobXVINo52-01_008_20110315-SMD.mid,0,0,FALSE,TRUE,12,480,[88],[58],[2.2486043974740966],[2.1748447884374515]
Eval-subsets/Saarland Music Data (SMD)/Haydn_HobXVINo52-02_008_20110315-SMD.mid,0,0,FALSE,TRUE,12,480,[90],[58],[2.2494194922620165],[2.196055535021124]
Eval-subsets/Saarland Music Data (SMD)/Haydn_HobXVINo52-03_008_20110315-SMD.mid,0,0,FALSE,TRUE,12,480,[88],[58],[2.2193096916376054],[2.1728952328180213]
Eval-subsets/Saarland Music Data (SMD)/Liszt_AnnesDePelerinage-LectureDante_002_20090916-SMD.mid,0,0,FALSE,TRUE,12,480,[113],[58],[2.2236645223841704],[2.0992465021883246]
Eval-subsets/Saarland Music Data (SMD)/Liszt_KonzertetuedeNo2LaLeggierezza_003_20090916-SMD.mid,0,0,FALSE,TRUE,12,480,[102],[58],[2.0325195357473147],[1.8893376557365782]
Eval-subsets/Saarland Music Data (SMD)/Liszt_VariationenBachmotivWeinenKlagenSorgenZagen_001_20090916-SMD.mid,0,0,FALSE,TRUE,12,480,[119],[58],[2.184494479552385],[2.127697490110233]
Eval-subsets/Saarland Music Data (SMD)/Mozart_KV265_006_20110315-SMD.mid,0,0,FALSE,TRUE,12,480,[84],[58],[2.252625013291874],[2.157166107071062]
Eval-subsets/Saarland Music Data (SMD)/Mozart_KV398_002_20110315-SMD.mid,0,0,FALSE,TRUE,12,480,[84],[58],[2.2460228428920783],[2.200669693579367]
Eval-subsets/Saarland Music Data (SMD)/Rachmaninoff_Op036-01_007_20110315-SMD.mid,0,0,FALSE,TRUE,12,480,[103],[58],[2.1822623783379704],[2.1523931604966497]
Eval-subsets/Saarland Music Data (SMD)/Rachmaninoff_Op036-02_007_20110315-SMD.mid,0,0,FALSE,TRUE,12,480,[102],[58],[2.201395213629322],[2.229464503041128]
Eval-subsets/Saarland Music Data (SMD)/Rachmaninoff_Op036-03_007_20110315-SMD.mid,0,0,FALSE,TRUE,12,480,[109],[58],[2.1848708896471534],[2.1348497473142523]
Eval-subsets/Saarland Music Data (SMD)/Rachmaninov_Op039No1_002_20090916-SMD.mid,0,0,FALSE,TRUE,12,480,[100],[58],[2.266573511283351],[2.158250339709647]
Eval-subsets/Saarland Music Data (SMD)/Ravel_JeuxDEau_008_20110315-SMD.mid,0,0,FALSE,TRUE,12,480,[102],[58],[2.1628408923677926],[2.20423179159176]
Eval-subsets/Saarland Music Data (SMD)/Ravel_ValsesNoblesEtSentimentales_003_20090916-SMD.mid,0,0,FALSE,TRUE,12,480,[105],[58],[2.204846504136731],[2.278582113192171]
Eval-subsets/Saarland Music Data (SMD)/Skryabin_Op008No8_003_20090916-SMD.mid,0,0,FALSE,TRUE,12,480,[79],[57],[2.1402922752695988],[2.182203169781139]
