filepath,trackNum,instrument,isDrum,hasTimeSignatures,medianMetricDepth,tpq,cleaned_track,velocity_per_track,onset_per_track,velocity_entropy_per_track,onset_entropy_per_track
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._12_in_D-Sharp_Minor/00468.mid",0,0,FALSE,TRUE,12,384,FALSE,[79],[52],[2.2635077863988013],[2.4935948796922713]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._12_in_D-Sharp_Minor/00469.mid",0,0,FALSE,TRUE,12,384,FALSE,[63],[52],[2.2504593159570816],[2.478146792841309]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._12_in_D-Sharp_Minor/00470.mid",0,0,FALSE,TRUE,12,384,FALSE,[71],[52],[2.310807886284908],[2.5388932856004556]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._12_in_D-Sharp_Minor/00471.mid",0,0,FALSE,TRUE,12,384,FALSE,[65],[52],[2.2714388108588395],[2.5081062734437545]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._12_in_D-Sharp_Minor/00472.mid",0,0,FALSE,TRUE,12,384,FALSE,[69],[52],[2.2697660740532224],[2.5146139939537724]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._12_in_D-Sharp_Minor/00473.mid",0,0,FALSE,TRUE,12,384,FALSE,[58],[52],[2.2410161856101523],[2.4776363527083114]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._12_in_D-Sharp_Minor/00474.mid",0,0,FALSE,TRUE,12,384,FALSE,[74],[52],[2.2676832944749155],[2.4646069129735704]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._12_in_D-Sharp_Minor/00475.mid",0,0,FALSE,TRUE,12,384,FALSE,[59],[52],[2.287623959676856],[2.485471664069019]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._5_in_E_Major/00477.mid",0,0,FALSE,TRUE,12,384,FALSE,[58],[52],[2.2322555162595856],[2.356540688576619]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._5_in_E_Major/00478.mid",0,0,FALSE,TRUE,12,384,FALSE,[64],[52],[2.2071870596106584],[2.3976748885736714]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/12_Etudes,_Op._8/No._7_in_B-Flat_Minor/00476.mid",0,0,FALSE,TRUE,12,384,FALSE,[55],[52],[2.2767804756479113],[2.386919074710341]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Danses,_Op._73/1._Guirlandes/00485.mid",0,0,FALSE,TRUE,12,384,FALSE,[58],[48],[2.124623021633126],[2.207863579939366]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Danses,_Op._73/1._Guirlandes/00486.mid",0,0,FALSE,TRUE,12,384,FALSE,[70],[50],[2.1473194828029953],[2.258037643494628]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Danses,_Op._73/2._Flammes_sombres/00483.mid",0,0,FALSE,TRUE,12,384,FALSE,[62],[51],[2.19979501246142],[2.3229506975404552]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Danses,_Op._73/2._Flammes_sombres/00484.mid",0,0,FALSE,TRUE,12,384,FALSE,[65],[49],[2.1924248057533324],[2.3875424290273046]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Pieces,_Op._57/1._Désir/00521.mid",0,0,FALSE,TRUE,12,384,FALSE,[57],[39],[2.2446996673284514],[2.262490437505326]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Pieces,_Op._57/2._Caresse_dansée/00522.mid",0,0,FALSE,TRUE,12,384,FALSE,[56],[47],[2.1573238256438514],[2.2946599161244707]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op._32/1._Poème_in_F_Sharp/00499.mid",0,0,FALSE,TRUE,12,384,FALSE,[83],[51],[2.224729175966627],[2.2092855468181534]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op._32/1._Poème_in_F_Sharp/00500.mid",0,0,FALSE,TRUE,12,384,FALSE,[72],[52],[2.1400330933737433],[2.1928725912607665]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op._32/1._Poème_in_F_Sharp/00501.mid",0,0,FALSE,TRUE,12,384,FALSE,[81],[51],[2.1429569761670755],[2.257680067723]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op._32/1._Poème_in_F_Sharp/00502.mid",0,0,FALSE,TRUE,12,384,FALSE,[67],[50],[2.1627152444818503],[2.3195141455293187]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op._32/2._Poème_in_D/00497.mid",0,0,FALSE,TRUE,12,384,FALSE,[73],[52],[2.2266222758436163],[2.589014476799048]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op._32/2._Poème_in_D/00498.mid",0,0,FALSE,TRUE,12,384,FALSE,[59],[52],[2.2046278329598326],[2.5183658415837304]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op.63/No.1_-_Masque/00456.mid",0,0,FALSE,TRUE,12,384,FALSE,[50],[42],[2.2090461518653375],[2.311294319502413]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op.63/No.2_-_Etrangeté/00457.mid",0,0,FALSE,TRUE,12,384,FALSE,[65],[47],[2.291236714500332],[2.279858775328169]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op.69/No.1_-_Allegretto/00542.mid",0,0,FALSE,TRUE,12,384,FALSE,[60],[47],[2.310878531547012],[2.1900379994061168]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op.69/No.1_-_Allegretto/00543.mid",0,0,FALSE,TRUE,12,384,FALSE,[60],[45],[2.2059458653036415],[2.228724410271473]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op.69/No.1_-_Allegretto/00545.mid",0,0,FALSE,TRUE,12,384,FALSE,[64],[44],[2.2587467134398382],[2.2687868074841098]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op.69/No.1_-_Allegretto/00546.mid",0,0,FALSE,TRUE,12,384,FALSE,[66],[45],[2.2933349018425164],[2.2537955230812323]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op.69/No.1_-_Allegretto/00547.mid",0,0,FALSE,TRUE,12,384,FALSE,[55],[45],[2.1991309493308107],[2.338242229699166]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/2_Poèmes,_Op.69/No.2_-_Allegretto/00544.mid",0,0,FALSE,TRUE,12,384,FALSE,[55],[46],[2.24237844390669],[2.2238938144470812]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Etudes,_Op._65/No._1._Allegro_fantastico/00512.mid",0,0,FALSE,TRUE,12,384,FALSE,[60],[52],[2.2859376512013507],[2.3566726810228285]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Etudes,_Op._65/No._2._Allegretto/00513.mid",0,0,FALSE,TRUE,12,384,FALSE,[62],[47],[2.2409509250866178],[2.3376407694442602]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Etudes,_Op._65/No._2._Allegretto/00514.mid",0,0,FALSE,TRUE,12,384,FALSE,[72],[47],[2.2713561154902635],[2.289671802288527]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Etudes,_Op._65/No._3._Molto_vivace/00509.mid",0,0,FALSE,TRUE,12,384,FALSE,[49],[52],[2.309664243836626],[2.422242114972002]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Etudes,_Op._65/No._3._Molto_vivace/00510.mid",0,0,FALSE,TRUE,12,384,FALSE,[65],[51],[2.19484413824588],[2.4064324033826883]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Etudes,_Op._65/No._3._Molto_vivace/00511.mid",0,0,FALSE,TRUE,12,384,FALSE,[70],[52],[2.2183003647690454],[2.474286947384547]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Pieces,_Op._2/No._1._Etude_in_C-Sharp_Minor/00554.mid",0,0,FALSE,TRUE,12,384,FALSE,[61],[51],[2.2582812654349147],[2.436345524182361]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Pieces,_Op._2/No._1._Etude_in_C-Sharp_Minor/00555.mid",0,0,FALSE,TRUE,12,384,FALSE,[79],[50],[2.2792452538881127],[2.3800202755675284]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Pieces,_Op._2/No._1._Etude_in_C-Sharp_Minor/00556.mid",0,0,FALSE,TRUE,12,384,FALSE,[81],[52],[2.1965907752271505],[2.359784085640116]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Pieces,_Op._2/No._1._Etude_in_C-Sharp_Minor/00557.mid",0,0,FALSE,TRUE,12,384,FALSE,[77],[52],[2.2153727294658334],[2.3224991126035146]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Pieces,_Op._2/No._1._Etude_in_C-Sharp_Minor/00558.mid",0,0,FALSE,TRUE,12,384,FALSE,[78],[51],[2.211217309789614],[2.322994019379122]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Pieces,_Op._52/1._Poème/00552.mid",0,0,FALSE,TRUE,12,384,FALSE,[56],[46],[2.217970519413419],[2.2828553087102312]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Pieces,_Op._52/2._Enigma/00553.mid",0,0,FALSE,TRUE,12,384,FALSE,[50],[47],[2.1722797914719383],[2.3281213396358194]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/3_Pieces,_Op._52/3._Poème_languide/00551.mid",0,0,FALSE,TRUE,12,384,FALSE,[55],[35],[2.24945899943935],[2.2677724402767008]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/4_Preludes,_Op._22/No._1_in_G-Sharp_Minor/00517.mid",0,0,FALSE,TRUE,12,384,FALSE,[78],[45],[2.22391963049305],[2.4225475970525876]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/4_Preludes,_Op._22/No._1_in_G-Sharp_Minor/00518.mid",0,0,FALSE,TRUE,12,384,FALSE,[74],[39],[2.3101937205897327],[2.4177245332776103]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/4_Preludes,_Op._22/No._1_in_G-Sharp_Minor/00519.mid",0,0,FALSE,TRUE,12,384,FALSE,[60],[39],[2.21236070612612],[2.2968120133208347]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/4_Preludes,_Op._22/No._2_in_C-Sharp_Minor/00515.mid",0,0,FALSE,TRUE,12,384,FALSE,[53],[43],[2.194421354565193],[2.241681940802575]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/4_Preludes,_Op._22/No._3_in_B_Major/00516.mid",0,0,FALSE,TRUE,12,384,FALSE,[56],[44],[2.191573773368726],[2.3591603956046656]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/4_Preludes,_Op._22/No._3_in_B_Major/00520.mid",0,0,FALSE,TRUE,12,384,FALSE,[56],[44],[2.089131847074945],[2.216354209050371]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/5_Preludes,_Op.74/No.1/00575.mid",0,0,FALSE,TRUE,12,384,FALSE,[53],[39],[2.23092833261594],[2.403975643422667]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/5_Preludes,_Op.74/No.2/00572.mid",0,0,FALSE,TRUE,12,384,FALSE,[46],[41],[2.282518060222052],[2.27530174973513]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/5_Preludes,_Op.74/No.3/00573.mid",0,0,FALSE,TRUE,12,384,FALSE,[52],[42],[2.137240086339735],[2.2716649768321275]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/5_Preludes,_Op.74/No.4/00574.mid",0,0,FALSE,TRUE,12,384,FALSE,[60],[38],[2.4293008880370905],[2.364507431332396]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/5_Preludes,_Op.74/No.5/00571.mid",0,0,FALSE,TRUE,12,384,FALSE,[52],[45],[2.2198170464236977],[2.4081275316936077]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._1_in_D-Flat_Major/00539.mid",0,0,FALSE,TRUE,12,384,FALSE,[53],[52],[2.2609302844945938],[2.2932947245774646]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._2_in_F-Sharp_Minor/00525.mid",0,0,FALSE,TRUE,12,384,FALSE,[50],[48],[2.24995230902439],[2.252741250961825]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._2_in_F-Sharp_Minor/00526.mid",0,0,FALSE,TRUE,12,384,FALSE,[55],[44],[2.1976820763900657],[2.234131410142041]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._3_in_F-Sharp_Major/00536.mid",0,0,FALSE,TRUE,12,384,FALSE,[44],[47],[2.181114511855666],[2.305119969133959]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._3_in_F-Sharp_Major/00537.mid",0,0,FALSE,TRUE,12,384,FALSE,[53],[48],[2.195446987678331],[2.3452305241441733]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._3_in_F-Sharp_Major/00538.mid",0,0,FALSE,TRUE,12,384,FALSE,[60],[49],[2.202053934833789],[2.2248998529993833]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._4_in_F-Sharp_Major/00532.mid",0,0,FALSE,TRUE,12,384,FALSE,[61],[50],[2.196823021879569],[2.3231859481768513]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._4_in_F-Sharp_Major/00533.mid",0,0,FALSE,TRUE,12,384,FALSE,[80],[48],[2.147827121857642],[2.3158453823206755]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._4_in_F-Sharp_Major/00534.mid",0,0,FALSE,TRUE,12,384,FALSE,[62],[48],[2.1505988964867924],[2.3202300544895182]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._4_in_F-Sharp_Major/00535.mid",0,0,FALSE,TRUE,12,384,FALSE,[68],[52],[2.1375291681425175],[2.3029240293508257]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._5_in_C-Sharp_Minor/00527.mid",0,0,FALSE,TRUE,12,384,FALSE,[51],[52],[2.226739550768217],[2.3579544238890096]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._5_in_C-Sharp_Minor/00528.mid",0,0,FALSE,TRUE,12,384,FALSE,[69],[52],[2.2279023616280145],[2.3619855223417607]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._5_in_C-Sharp_Minor/00529.mid",0,0,FALSE,TRUE,12,384,FALSE,[57],[52],[2.216423246165189],[2.369049853947661]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._5_in_C-Sharp_Minor/00530.mid",0,0,FALSE,TRUE,12,384,FALSE,[78],[52],[2.236471327613272],[2.341126027115456]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._5_in_C-Sharp_Minor/00531.mid",0,0,FALSE,TRUE,12,384,FALSE,[73],[52],[2.187182380603158],[2.3945451590749043]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._6_in_D-Flat_Major/00540.mid",0,0,FALSE,TRUE,12,384,FALSE,[59],[51],[2.1768718077466884],[2.3306409916625483]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._6_in_D-Flat_Major/00541.mid",0,0,FALSE,TRUE,12,384,FALSE,[53],[52],[2.2270943553879867],[2.254493812474611]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._7_in_F_Minor/00524.mid",0,0,FALSE,TRUE,12,384,FALSE,[53],[48],[2.139902093821961],[2.344353604727375]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/8_Etudes,_Op._42/No._8_in_E-Flat_Major/00523.mid",0,0,FALSE,TRUE,12,384,FALSE,[63],[51],[2.1831505216026446],[2.300611785625761]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Fantasy_in_B_minor,_Op.28/10500.mid",0,0,FALSE,TRUE,12,384,FALSE,[70],[52],[2.2626698440526853],[2.4611002656671275]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Fantasy_in_B_minor,_Op.28/10501.mid",0,0,FALSE,TRUE,12,384,FALSE,[73],[52],[2.2419086218041784],[2.384335706511489]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Fantasy_in_B_minor,_Op.28/10502.mid",0,0,FALSE,TRUE,12,384,FALSE,[65],[52],[2.2970087104818173],[2.4456675375904875]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Feuillet_d'album,_Op._58/10482.mid",0,0,FALSE,TRUE,12,384,FALSE,[63],[37],[2.144571119074091],[2.1199027055232507]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Feuillet_d'album,_Op._58/10483.mid",0,0,FALSE,TRUE,12,384,FALSE,[63],[41],[2.2109938004805696],[2.112677671758911]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Feuillet_d'album,_Op._58/10484.mid",0,0,FALSE,TRUE,12,384,FALSE,[61],[42],[2.1707902582917624],[2.1604259117301234]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Feuillet_d'album,_Op._58/10485.mid",0,0,FALSE,TRUE,12,384,FALSE,[65],[38],[2.207795429552479],[2.18497583117374]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Feuillet_d'album,_Op._58/10486.mid",0,0,FALSE,TRUE,12,384,FALSE,[54],[39],[2.226717071969436],[2.2222941691472062]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Feuillet_d'album,_Op._58/10487.mid",0,0,FALSE,TRUE,12,384,FALSE,[52],[42],[2.1952464993106235],[2.1533950184632187]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Feuillet_d'album,_Op._58/10488.mid",0,0,FALSE,TRUE,12,384,FALSE,[63],[44],[2.117385421101085],[2.212200651773095]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/1._Fragilite/00566.mid",0,0,FALSE,TRUE,12,384,FALSE,[73],[50],[2.131260799187272],[2.2950844591693023]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/1._Fragilite/00567.mid",0,0,FALSE,TRUE,12,384,FALSE,[73],[50],[2.0826237361265725],[2.25105660659673]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/1._Fragilite/00568.mid",0,0,FALSE,TRUE,12,384,FALSE,[74],[49],[2.1159458306337484],[2.311499555544011]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/2._Prelude/00562.mid",0,0,FALSE,TRUE,12,384,FALSE,[64],[50],[2.3414684149508],[2.4513627036282832]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/2._Prelude/00563.mid",0,0,FALSE,TRUE,12,384,FALSE,[68],[40],[2.327468374219965],[2.3934492419900013]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/2._Prelude/00564.mid",0,0,FALSE,TRUE,12,384,FALSE,[75],[42],[2.3500349452391434],[2.37906299031984]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/2._Prelude/00565.mid",0,0,FALSE,TRUE,12,384,FALSE,[71],[45],[2.3696828212191035],[2.3333061883458663]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/3._Poème_ailé/00559.mid",0,0,FALSE,TRUE,12,384,FALSE,[70],[45],[2.1577144214947768],[2.3177561000910876]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/3._Poème_ailé/00560.mid",0,0,FALSE,TRUE,12,384,FALSE,[75],[47],[2.3031395397699312],[2.451984008236561]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/3._Poème_ailé/00561.mid",0,0,FALSE,TRUE,12,384,FALSE,[75],[46],[2.355969870363543],[2.354716125781741]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/4._Danse_languide/00569.mid",0,0,FALSE,TRUE,12,384,FALSE,[67],[42],[2.048549570417739],[2.3012071978047604]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Four_Pieces,_Op._51/4._Danse_languide/00570.mid",0,0,FALSE,TRUE,12,384,FALSE,[61],[41],[2.1924409619807053],[2.2015539922186487]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_in_G-Sharp_Minor_Op._19,_No._2,_""Sonata_Fantasy""/1._Andante/00503.mid",0,0,FALSE,TRUE,12,384,FALSE,[88],[52],[2.228835571530711],[2.383371779563223]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_in_G-Sharp_Minor_Op._19,_No._2,_""Sonata_Fantasy""/1._Andante/00504.mid",0,0,FALSE,TRUE,12,384,FALSE,[88],[52],[2.1655309795125013],[2.358948316830437]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_in_G-Sharp_Minor_Op._19,_No._2,_""Sonata_Fantasy""/1._Andante/00505.mid",0,0,FALSE,TRUE,12,220,FALSE,[84],[120],[2.218606877767876],[2.404821153765548]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_in_G-Sharp_Minor_Op._19,_No._2,_""Sonata_Fantasy""/1._Andante/00506.mid",0,0,FALSE,TRUE,12,384,FALSE,[89],[52],[2.2440086005793054],[2.317037253799561]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_in_G-Sharp_Minor_Op._19,_No._2,_""Sonata_Fantasy""/2._Presto/00507.mid",0,0,FALSE,TRUE,12,384,FALSE,[74],[52],[2.250614611421418],[2.3881480666468144]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_in_G-Sharp_Minor_Op._19,_No._2,_""Sonata_Fantasy""/2._Presto/00508.mid",0,0,FALSE,TRUE,12,384,FALSE,[76],[52],[2.188496305331082],[2.322180394029054]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_in_G-Sharp_Minor_Op._19,_No._2,_""Sonata_Fantasy""/2._Presto/part2.mid",0,0,FALSE,TRUE,12,220,FALSE,[76],[120],[2.265071378646278],[2.3530011238699133]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_No._5,_Op._53/10503.mid",0,0,FALSE,TRUE,12,384,FALSE,[84],[52],[2.2980904530400226],[2.479125510836097]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_No._5,_Op._53/10504.mid",0,0,FALSE,TRUE,12,384,FALSE,[85],[52],[2.318857676863158],[2.5071010099451825]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_No._5,_Op._53/10505.mid",0,0,FALSE,TRUE,12,384,FALSE,[84],[52],[2.2704952035472012],[2.4643365886911006]
"Eval-subsets/ATEPP-1/Alexander_Scriabin/Piano_Sonata_No._5,_Op._53/10506.mid",0,0,FALSE,TRUE,12,384,FALSE,[85],[52],[2.2332100484136017],[2.4610117645375564]
