filepath,trackNum,instrument,isDrum,hasTimeSignatures,medianMetricDepth,tpq,velocity_per_track,onset_per_track,velocity_entropy_per_track,onset_entropy_per_track,"Ground Truth (0=Score, 1=Performance)"
./asap-dataset-master/Bach/Fugue/bwv_875/midi_score.mid,0,0,FALSE,TRUE,2,480,1,7,0.0,1.88663916904313,0
./asap-dataset-master/Bach/Fugue/bwv_875/midi_score.mid,1,0,FALSE,TRUE,2,480,1,5,0.0,1.86651281085128,0
./asap-dataset-master/Bach/Fugue/bwv_876/midi_score.mid,0,0,FALSE,TRUE,0,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Fugue/bwv_876/midi_score.mid,1,0,FALSE,TRUE,0,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Fugue/bwv_880/midi_score.mid,0,0,FALSE,TRUE,4,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Fugue/bwv_880/midi_score.mid,1,0,FALSE,TRUE,4,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Fugue/bwv_883/midi_score.mid,0,0,FALSE,TRUE,2,480,1,3,0.0,1.93619934568452,0
./asap-dataset-master/Bach/Fugue/bwv_883/midi_score.mid,1,0,FALSE,TRUE,2,480,1,3,0.0,1.97372838747195,0
./asap-dataset-master/Bach/Fugue/bwv_884/midi_score.mid,0,0,FALSE,TRUE,2,480,1,3,0.0,2.34385322136933,0
./asap-dataset-master/Bach/Fugue/bwv_884/midi_score.mid,1,0,FALSE,TRUE,2,480,1,3,0.0,2.45909732678969,0
./asap-dataset-master/Bach/Fugue/bwv_885/midi_score.mid,0,0,FALSE,TRUE,2,480,1,3,0.0,1.47080847632211,0
./asap-dataset-master/Bach/Fugue/bwv_885/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,1.47080847632211,0
./asap-dataset-master/Bach/Fugue/bwv_887/midi_score.mid,0,0,FALSE,TRUE,2,480,1,3,0.0,2.11864924706995,0
./asap-dataset-master/Bach/Fugue/bwv_887/midi_score.mid,1,0,FALSE,TRUE,2,480,1,3,0.0,2.24282689617781,0
./asap-dataset-master/Bach/Fugue/bwv_888/midi_score.mid,0,0,FALSE,TRUE,2,480,1,3,0.0,1.47080847632211,0
./asap-dataset-master/Bach/Fugue/bwv_888/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,1.47080847632211,0
./asap-dataset-master/Bach/Fugue/bwv_889/midi_score.mid,0,0,FALSE,TRUE,2,480,1,3,0.0,2.18146933209183,0
./asap-dataset-master/Bach/Fugue/bwv_889/midi_score.mid,1,0,FALSE,TRUE,4,480,1,3,0.0,2.20338099367381,0
./asap-dataset-master/Bach/Fugue/bwv_891/midi_score.mid,0,0,FALSE,TRUE,0,480,1,3,0.0,1.47080847632211,0
./asap-dataset-master/Bach/Fugue/bwv_891/midi_score.mid,1,0,FALSE,TRUE,0,480,1,1,0.0,1.47080847632211,0
./asap-dataset-master/Bach/Fugue/bwv_892/midi_score.mid,0,0,FALSE,TRUE,0,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Fugue/bwv_892/midi_score.mid,1,0,FALSE,TRUE,0,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Fugue/bwv_893/midi_score.mid,0,0,FALSE,TRUE,2,480,1,3,0.0,2.40654694951445,0
./asap-dataset-master/Bach/Fugue/bwv_893/midi_score.mid,1,0,FALSE,TRUE,2,480,1,3,0.0,2.61455562943443,0
./asap-dataset-master/Bach/Italian_concerto/midi_score.mid,0,0,FALSE,TRUE,4,480,2,4,0.0,1.68236634778972,0
./asap-dataset-master/Bach/Italian_concerto/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,1.79175946922806,1.6844945008252,0
./asap-dataset-master/Bach/Prelude/bwv_846/midi_score.mid,0,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_846/midi_score.mid,1,0,FALSE,TRUE,0,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_848/midi_score.mid,0,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_848/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_854/midi_score.mid,0,0,FALSE,TRUE,2,480,1,5,0.0,2.3304181072863,0
./asap-dataset-master/Bach/Prelude/bwv_854/midi_score.mid,1,0,FALSE,TRUE,0,480,1,1,0.0,2.3304181072863,0
./asap-dataset-master/Bach/Prelude/bwv_856/midi_score.mid,0,0,FALSE,TRUE,4,480,1,3,0.0,1.62082540982648,0
./asap-dataset-master/Bach/Prelude/bwv_856/midi_score.mid,1,0,FALSE,TRUE,4,480,1,5,0.0,1.61307609831371,0
./asap-dataset-master/Bach/Prelude/bwv_857/midi_score.mid,0,0,FALSE,TRUE,4,480,1,3,0.0,1.74207552002895,0
./asap-dataset-master/Bach/Prelude/bwv_857/midi_score.mid,1,0,FALSE,TRUE,0,480,1,1,0.0,1.74207552002895,0
./asap-dataset-master/Bach/Prelude/bwv_858/midi_score.mid,0,0,FALSE,TRUE,4,480,1,8,0.0,2.32148849509154,0
./asap-dataset-master/Bach/Prelude/bwv_858/midi_score.mid,1,0,FALSE,TRUE,4,480,1,8,0.0,2.32148849509154,0
./asap-dataset-master/Bach/Prelude/bwv_860/midi_score.mid,0,0,FALSE,TRUE,4,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_860/midi_score.mid,1,0,FALSE,TRUE,4,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_862/midi_score.mid,0,0,FALSE,TRUE,2,480,1,5,0.0,2.37901129300369,0
./asap-dataset-master/Bach/Prelude/bwv_862/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,2.37901129300369,0
./asap-dataset-master/Bach/Prelude/bwv_863/midi_score.mid,0,0,FALSE,TRUE,2,480,1,2,0.0,1.44518587894808,0
./asap-dataset-master/Bach/Prelude/bwv_863/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,1.44518587894808,0
./asap-dataset-master/Bach/Prelude/bwv_864/midi_score.mid,0,0,FALSE,TRUE,2,480,1,3,0.0,2.09464093882606,0
./asap-dataset-master/Bach/Prelude/bwv_864/midi_score.mid,1,0,FALSE,TRUE,2,480,1,3,0.0,2.03433555551411,0
./asap-dataset-master/Bach/Prelude/bwv_865/midi_score.mid,0,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_865/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_866/midi_score.mid,0,0,FALSE,TRUE,6,480,1,3,0.0,1.47080847632211,0
./asap-dataset-master/Bach/Prelude/bwv_866/midi_score.mid,1,0,FALSE,TRUE,2,480,1,3,0.0,1.47080847632211,0
./asap-dataset-master/Bach/Prelude/bwv_867/midi_score.mid,0,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_867/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_868/midi_score.mid,0,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_868/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_870/midi_score.mid,0,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_870/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_873/midi_score.mid,0,0,FALSE,TRUE,2,480,1,8,0.0,2.485575903899,0
./asap-dataset-master/Bach/Prelude/bwv_873/midi_score.mid,1,0,FALSE,TRUE,2,480,1,3,0.0,2.42052990382947,0
./asap-dataset-master/Bach/Prelude/bwv_874/midi_score.mid,0,0,FALSE,TRUE,2,480,1,3,0.0,2.42105670739917,0
./asap-dataset-master/Bach/Prelude/bwv_874/midi_score.mid,1,0,FALSE,TRUE,2,480,1,3,0.0,2.43724922850539,0
./asap-dataset-master/Bach/Prelude/bwv_875/midi_score.mid,0,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_875/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_876/midi_score.mid,0,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_876/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_880/midi_score.mid,0,0,FALSE,TRUE,0,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_880/midi_score.mid,1,0,FALSE,TRUE,0,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_883/midi_score.mid,0,0,FALSE,TRUE,2,480,1,5,0.0,1.57051071343507,0
./asap-dataset-master/Bach/Prelude/bwv_883/midi_score.mid,1,0,FALSE,TRUE,2,480,1,5,0.0,1.57719846601906,0
./asap-dataset-master/Bach/Prelude/bwv_884/midi_score.mid,0,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_884/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_885/midi_score.mid,0,0,FALSE,TRUE,2,480,1,4,0.0,2.01969195292322,0
./asap-dataset-master/Bach/Prelude/bwv_885/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,2.01969195292322,0
./asap-dataset-master/Bach/Prelude/bwv_887/midi_score.mid,0,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_887/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_888/midi_score.mid,0,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_888/midi_score.mid,1,0,FALSE,TRUE,0,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_889/midi_score.mid,0,0,FALSE,TRUE,4,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_889/midi_score.mid,1,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_891/midi_score.mid,0,0,FALSE,TRUE,0,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_891/midi_score.mid,1,0,FALSE,TRUE,0,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_892/midi_score.mid,0,0,FALSE,TRUE,2,480,1,3,0.0,2.18691092532052,0
./asap-dataset-master/Bach/Prelude/bwv_892/midi_score.mid,1,0,FALSE,TRUE,2,480,1,3,0.0,2.14544329197552,0
./asap-dataset-master/Bach/Prelude/bwv_893/midi_score.mid,0,0,FALSE,TRUE,2,480,1,1,0.0,0.0,0
./asap-dataset-master/Bach/Prelude/bwv_893/midi_score.mid,1,0,FALSE,TRUE,0,480,1,1,0.0,0.0,0
./asap-dataset-master/Balakirev/Islamey/midi_score.mid,0,0,FALSE,TRUE,4,480,83,26,2.61441793180429,2.55130517714172,0
./asap-dataset-master/Balakirev/Islamey/midi_score.mid,1,0,FALSE,TRUE,2,480,69,24,2.70909372854923,2.63383513318319,0
./asap-dataset-master/Beethoven/Piano_Sonatas/1-1/midi_score.mid,0,0,FALSE,TRUE,0,480,58,11,2.35018209425593,1.72640987374007,0
./asap-dataset-master/Beethoven/Piano_Sonatas/1-1/midi_score.mid,1,0,FALSE,TRUE,0,480,55,3,2.02013115891393,1.72266782367036,0
./asap-dataset-master/Beethoven/Piano_Sonatas/10-1/midi_score.mid,0,0,FALSE,TRUE,2,480,57,11,1.92585420973816,1.66552457476859,0
./asap-dataset-master/Beethoven/Piano_Sonatas/10-1/midi_score.mid,1,0,FALSE,TRUE,2,480,58,5,1.95985370921231,1.62895353451733,0
./asap-dataset-master/Beethoven/Piano_Sonatas/11-1/midi_score.mid,0,0,FALSE,TRUE,2,480,74,5,1.57893647422033,1.81214281035847,0
./asap-dataset-master/Beethoven/Piano_Sonatas/11-1/midi_score.mid,1,0,FALSE,TRUE,2,480,69,1,1.99353960802038,1.81214281035847,0
./asap-dataset-master/Beethoven/Piano_Sonatas/11-2/midi_score.mid,0,0,FALSE,TRUE,2,480,32,16,2.76177802040121,2.73567653556015,0
./asap-dataset-master/Beethoven/Piano_Sonatas/11-2/midi_score.mid,1,0,FALSE,TRUE,2,480,26,1,2.6082070896929,2.73986299938428,0
./asap-dataset-master/Beethoven/Piano_Sonatas/11-3/midi_score.mid,0,0,FALSE,TRUE,0,600,28,1,1.76955496896212,0.0,0
./asap-dataset-master/Beethoven/Piano_Sonatas/11-3/midi_score.mid,1,0,FALSE,TRUE,2,600,28,1,2.28887096206049,0.0,0
./asap-dataset-master/Beethoven/Piano_Sonatas/12-1/midi_score.mid,0,0,FALSE,TRUE,4,480,24,12,2.51069855297239,2.34516979589316,0
./asap-dataset-master/Beethoven/Piano_Sonatas/12-1/midi_score.mid,1,0,FALSE,TRUE,2,480,23,5,2.6296094285845,2.12015602953084,0
./asap-dataset-master/Beethoven/Piano_Sonatas/13-4/midi_score.mid,0,0,FALSE,TRUE,2,480,70,21,2.16991645040498,2.39006505286489,0
./asap-dataset-master/Beethoven/Piano_Sonatas/13-4/midi_score.mid,1,0,FALSE,TRUE,2,480,62,9,2.39312202896305,2.53017999076381,0
./asap-dataset-master/Beethoven/Piano_Sonatas/14-3/midi_score.mid,0,0,FALSE,TRUE,2,480,52,24,1.62371239040438,2.30595602066296,0
./asap-dataset-master/Beethoven/Piano_Sonatas/14-3/midi_score.mid,1,0,FALSE,TRUE,2,480,55,1,1.93938493660746,2.30595602066296,0
./asap-dataset-master/Beethoven/Piano_Sonatas/15-1/midi_score.mid,0,0,FALSE,TRUE,0,480,62,7,2.60952942805516,1.58434328727385,0
./asap-dataset-master/Beethoven/Piano_Sonatas/15-1/midi_score.mid,1,0,FALSE,TRUE,0,480,75,3,2.72093520723045,1.6071462620877,0
./asap-dataset-master/Beethoven/Piano_Sonatas/15-4/midi_score.mid,0,0,FALSE,TRUE,2,480,61,16,1.54500100678708,1.89935844282976,0
./asap-dataset-master/Beethoven/Piano_Sonatas/15-4/midi_score.mid,1,0,FALSE,TRUE,2,480,64,1,2.09125869989194,1.89935844282976,0
./asap-dataset-master/Beethoven/Piano_Sonatas/16-1/midi_score.mid,0,0,FALSE,TRUE,4,480,31,10,2.08687659624485,2.1486427031094,0
./asap-dataset-master/Beethoven/Piano_Sonatas/16-1/midi_score.mid,1,0,FALSE,TRUE,4,480,28,1,2.08174579545304,2.1486427031094,0
./asap-dataset-master/Beethoven/Piano_Sonatas/16-2/midi_score.mid,0,0,FALSE,TRUE,4,480,37,35,2.71861588383176,2.16575698746509,0
./asap-dataset-master/Beethoven/Piano_Sonatas/16-2/midi_score.mid,1,0,FALSE,TRUE,4,480,31,11,2.88802248445603,2.08034534349928,0
./asap-dataset-master/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,0,0,FALSE,TRUE,0,480,37,14,2.60930417907131,2.46400429367709,0
./asap-dataset-master/Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,1,0,FALSE,TRUE,0,480,32,7,2.70691533696392,2.49595676817515,0
./asap-dataset-master/Beethoven/Piano_Sonatas/17-1/midi_score.mid,0,0,FALSE,TRUE,0,480,37,14,2.59617246051547,2.26310862171662,0
./asap-dataset-master/Beethoven/Piano_Sonatas/17-1/midi_score.mid,1,0,FALSE,TRUE,0,480,32,7,2.66347995519479,2.31049910070096,0
./asap-dataset-master/Beethoven/Piano_Sonatas/17-2/midi_score.mid,0,0,FALSE,TRUE,6,480,16,15,2.1237062004599,2.20956416272992,0
./asap-dataset-master/Beethoven/Piano_Sonatas/17-2/midi_score.mid,1,0,FALSE,TRUE,6,480,15,8,2.15809218551922,2.22146524489247,0
./asap-dataset-master/Beethoven/Piano_Sonatas/17-3/midi_score.mid,0,0,FALSE,TRUE,4,480,43,5,2.75508004812215,1.70474809223843,0
./asap-dataset-master/Beethoven/Piano_Sonatas/17-3/midi_score.mid,1,0,FALSE,TRUE,4,480,31,5,2.82674185645038,1.69913629951677,0
./asap-dataset-master/Beethoven/Piano_Sonatas/18-1/midi_score.mid,0,0,FALSE,TRUE,4,480,49,13,2.78869774110197,2.74679620830892,0
./asap-dataset-master/Beethoven/Piano_Sonatas/18-1/midi_score.mid,1,0,FALSE,TRUE,0,480,38,1,2.92652591721566,2.74679620830892,0
./asap-dataset-master/Beethoven/Piano_Sonatas/18-2_no_repeat/midi_score.mid,0,0,FALSE,TRUE,2,480,38,7,2.50343357361165,2.29914001125357,0
./asap-dataset-master/Beethoven/Piano_Sonatas/18-2_no_repeat/midi_score.mid,1,0,FALSE,TRUE,2,480,36,5,2.49041168529817,2.24027722085349,0
./asap-dataset-master/Beethoven/Piano_Sonatas/18-2/midi_score.mid,0,0,FALSE,TRUE,2,480,38,7,2.48541608650524,2.27839392934959,0
./asap-dataset-master/Beethoven/Piano_Sonatas/18-2/midi_score.mid,1,0,FALSE,TRUE,2,480,36,5,2.47238226224243,2.21628751867488,0
./asap-dataset-master/Beethoven/Piano_Sonatas/18-3/midi_score.mid,0,0,FALSE,TRUE,0,480,26,5,1.03972077083992,2.00929054578522,0
./asap-dataset-master/Beethoven/Piano_Sonatas/18-3/midi_score.mid,1,0,FALSE,TRUE,0,480,20,1,2.11138883395196,2.00929054578522,0
./asap-dataset-master/Beethoven/Piano_Sonatas/18-4/midi_score.mid,0,0,FALSE,TRUE,0,480,69,7,2.18835241603825,1.87180217690159,0
./asap-dataset-master/Beethoven/Piano_Sonatas/18-4/midi_score.mid,1,0,FALSE,TRUE,0,480,57,7,2.22909812306789,2.46712097287777,0
./asap-dataset-master/Beethoven/Piano_Sonatas/2-1/midi_score.mid,0,0,FALSE,TRUE,2,480,11,5,2.14960158123602,1.86417150015975,0
./asap-dataset-master/Beethoven/Piano_Sonatas/2-1/midi_score.mid,1,0,FALSE,TRUE,2,480,12,8,2.15450515530569,1.86921765347724,0
./asap-dataset-master/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,0,0,FALSE,TRUE,2,480,59,7,2.53562729277873,1.68980797087639,0
./asap-dataset-master/Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,1,0,FALSE,TRUE,2,480,60,7,2.56704654788355,1.90340218316616,0
./asap-dataset-master/Beethoven/Piano_Sonatas/21-1/midi_score.mid,0,0,FALSE,TRUE,2,480,59,7,2.47465620728095,1.71002724093851,0
./asap-dataset-master/Beethoven/Piano_Sonatas/21-1/midi_score.mid,1,0,FALSE,TRUE,2,480,60,7,2.56164230396263,1.94905669030045,0
./asap-dataset-master/Beethoven/Piano_Sonatas/21-2/midi_score.mid,0,0,FALSE,TRUE,2,480,25,1,2.64396549299593,0.0,0
./asap-dataset-master/Beethoven/Piano_Sonatas/21-2/midi_score.mid,1,0,FALSE,TRUE,2,480,25,1,2.92192060881352,0.0,0
./asap-dataset-master/Beethoven/Piano_Sonatas/21-3/midi_score.mid,0,0,FALSE,TRUE,2,480,69,8,1.44269989413955,2.10842699987779,0
./asap-dataset-master/Beethoven/Piano_Sonatas/21-3/midi_score.mid,1,0,FALSE,TRUE,1,480,65,5,1.98053107248965,2.05085698821362,0
./asap-dataset-master/Beethoven/Piano_Sonatas/22-1/midi_score.mid,0,0,FALSE,TRUE,2,480,51,11,1.93023233469913,2.65504658129664,0
./asap-dataset-master/Beethoven/Piano_Sonatas/22-1/midi_score.mid,1,0,FALSE,TRUE,1,480,50,3,2.12837933339029,2.69424158859561,0
./asap-dataset-master/Beethoven/Piano_Sonatas/22-2/midi_score.mid,0,0,FALSE,TRUE,2,480,68,1,1.34241836897221,0.0,0
./asap-dataset-master/Beethoven/Piano_Sonatas/22-2/midi_score.mid,1,0,FALSE,TRUE,2,480,76,14,1.4626743708961,2.86694201560143,0
./asap-dataset-master/Beethoven/Piano_Sonatas/23-1/midi_score.mid,0,0,FALSE,TRUE,2,480,47,19,2.26932979597524,2.38388903855838,0
./asap-dataset-master/Beethoven/Piano_Sonatas/23-1/midi_score.mid,1,0,FALSE,TRUE,2,480,47,8,2.48218095726241,2.37418438001595,0
./asap-dataset-master/Beethoven/Piano_Sonatas/24-1_no_2_repeat/midi_score.mid,0,0,FALSE,TRUE,8,480,61,14,1.08214752615729,1.8639921522433,0
./asap-dataset-master/Beethoven/Piano_Sonatas/24-1_no_2_repeat/midi_score.mid,1,0,FALSE,TRUE,8,480,62,27,1.2270818119345,2.37871680343884,0
./asap-dataset-master/Beethoven/Piano_Sonatas/24-1_no_repeat/midi_score.mid,0,0,FALSE,TRUE,6,480,61,14,1.22854805750651,1.93010230579351,0
./asap-dataset-master/Beethoven/Piano_Sonatas/24-1_no_repeat/midi_score.mid,1,0,FALSE,TRUE,6,480,62,24,1.37839605226909,2.40517540759942,0
./asap-dataset-master/Beethoven/Piano_Sonatas/24-1/midi_score.mid,0,0,FALSE,TRUE,8,480,61,18,1.08211114703758,1.90855598492836,0
./asap-dataset-master/Beethoven/Piano_Sonatas/24-1/midi_score.mid,1,0,FALSE,TRUE,8,480,62,35,1.28304867642689,2.39225111021451,0
./asap-dataset-master/Beethoven/Piano_Sonatas/24-2/midi_score.mid,0,0,FALSE,TRUE,2,480,56,5,1.43361146566525,1.60982533615118,0
./asap-dataset-master/Beethoven/Piano_Sonatas/24-2/midi_score.mid,1,0,FALSE,TRUE,0,480,53,5,1.81758711816924,1.60982533615118,0
./asap-dataset-master/Beethoven/Piano_Sonatas/26-1_no_repeat/midi_score.mid,0,0,FALSE,TRUE,0,480,42,10,2.54248855525122,2.6727966068323,0
./asap-dataset-master/Beethoven/Piano_Sonatas/26-1_no_repeat/midi_score.mid,1,0,FALSE,TRUE,0,480,37,1,2.63702142613161,2.6727966068323,0
./asap-dataset-master/Beethoven/Piano_Sonatas/26-1/midi_score.mid,0,0,FALSE,TRUE,0,480,42,10,2.56738823349596,2.6727966068323,0
./asap-dataset-master/Beethoven/Piano_Sonatas/26-1/midi_score.mid,1,0,FALSE,TRUE,0,480,37,1,2.63211262874636,2.6727966068323,0
./asap-dataset-master/Beethoven/Piano_Sonatas/26-2/midi_score.mid,0,0,FALSE,TRUE,4,480,3,6,0.0,2.19171626023695,0
./asap-dataset-master/Beethoven/Piano_Sonatas/26-2/midi_score.mid,1,0,FALSE,TRUE,2,480,3,1,2.0228085294147,2.19171626023695,0
