,filepath,trackNum,instrument,isDrum,hasTimeSignatures,medianMetricDepth,tpq,velocity_per_track,onset_per_track,velocity_entropy_per_track,onset_entropy_per_track,DNVR,DNODR
17,"Eval-subsets/ATEPP-1/Claude_Debussy/Estampes,_L._100/2._Soirée_dans_Grenade/Debussy_Claude__-_Estampes_II_-_La_soiree_dans_Grenade.mxl.midi",2,0,False,True,0,1024,6,3,2.5826184642019,2.58566344980484,4.724409448818897,0.29296875
18,"Eval-subsets/ATEPP-1/Claude_Debussy/Estampes,_L._100/3._Jardins_sous_la_pluie/Debussy_Claude__-_Jardins_sous_la_pluie_-_Estampes_III..mxl.midi",0,0,False,True,4,1024,10,12,2.75255063912761,2.14820301240433,7.874015748031496,1.171875
19,"Eval-subsets/ATEPP-1/Claude_Debussy/Estampes,_L._100/3._Jardins_sous_la_pluie/Debussy_Claude__-_Jardins_sous_la_pluie_-_Estampes_III..mxl.midi",1,0,False,True,0,1024,12,13,2.33937183037802,2.09886469313262,9.448818897637794,1.26953125
20,"Eval-subsets/ATEPP-1/Claude_Debussy/Images,_Book_1,_L._110/No._1,_Reflets_dans_l'eau/musicxml_cleaned.musicxml.midi",0,0,False,True,12,1024,10,13,2.68209791542248,2.26622844141707,7.874015748031496,1.26953125
21,"Eval-subsets/ATEPP-1/Claude_Debussy/Images,_Book_1,_L._110/No._1,_Reflets_dans_l'eau/musicxml_cleaned.musicxml.midi",1,0,False,True,12,1024,9,15,2.56248744269969,2.17737931994878,7.086614173228346,1.46484375
22,"Eval-subsets/ATEPP-1/Claude_Debussy/Images,_Book_1,_L._110/No._2,_Hommage_à_Rameau/Hommage__Rameau_de_Images_2_Claude_Debussy.mxl.midi",0,0,False,True,0,1024,9,3,2.53447092040145,2.39441924774556,7.086614173228346,0.29296875
23,"Eval-subsets/ATEPP-1/Claude_Debussy/Images,_Book_1,_L._110/No._2,_Hommage_à_Rameau/Hommage__Rameau_de_Images_2_Claude_Debussy.mxl.midi",1,0,False,True,0,1024,13,8,2.50423810933579,2.38167418316664,10.236220472440944,0.78125
24,"Eval-subsets/ATEPP-1/Claude_Debussy/Images,_Book_1,_L._110/No._3,_Mouvement/Mouvement_Images_Nr._III_C._Debussy.mxl.midi",0,0,False,True,2,1024,13,3,2.30199510798573,1.75031443226558,10.236220472440944,0.29296875
25,"Eval-subsets/ATEPP-1/Claude_Debussy/Images,_Book_1,_L._110/No._3,_Mouvement/Mouvement_Images_Nr._III_C._Debussy.mxl.midi",1,0,False,True,2,1024,8,3,2.4511906617211,1.74059911169084,6.299212598425196,0.29296875
26,"Eval-subsets/ATEPP-1/Claude_Debussy/L'Isle_joyeuse,_L.106/LIsle_joyeuse_.mxl.midi",0,0,False,True,6,1024,22,7,2.42858269338661,2.31830527799167,17.322834645669293,0.68359375
27,"Eval-subsets/ATEPP-1/Claude_Debussy/L'Isle_joyeuse,_L.106/LIsle_joyeuse_.mxl.midi",1,0,False,True,4,1024,23,7,2.67085396803688,2.34579253182747,18.11023622047244,0.68359375
28,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_1,_L._117/No._3,_Le_vent_dans_la_plaine/Debussy_Prelude_Bk_1_No_3_Le_Vent_dans_la_plaine.mxl.midi",0,0,False,True,12,1024,11,3,2.07902573019776,1.57758844174334,8.661417322834646,0.29296875
29,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_1,_L._117/No._3,_Le_vent_dans_la_plaine/Debussy_Prelude_Bk_1_No_3_Le_Vent_dans_la_plaine.mxl.midi",1,0,False,True,0,1024,14,3,2.60467594908688,1.59027319044978,11.023622047244094,0.29296875
30,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_1,_L._117/No._5,_Les_collines_d'Anacapri/Les_collines_dAnacapri.mxl.midi",0,0,False,True,2,1024,10,9,2.87512868636044,2.12160345483614,7.874015748031496,0.87890625
31,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_1,_L._117/No._5,_Les_collines_d'Anacapri/Les_collines_dAnacapri.mxl.midi",1,0,False,True,2,1024,13,10,2.6813190721726,2.09857655600691,10.236220472440944,0.9765625
32,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._10,_Canope/Debussy_Prelude_Book_2_No_10_Canope.musicxml.midi",0,0,False,True,0,1024,4,1,2.94400215038937,2.0414462508609,3.149606299212598,0.09765625
33,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._10,_Canope/Debussy_Prelude_Book_2_No_10_Canope.musicxml.midi",1,0,False,True,0,1024,7,3,2.91108233992485,2.07741550290512,5.511811023622047,0.29296875
34,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._10,_Canope/Debussy_Prelude_Book_2_No_10_Canope.musicxml.midi",2,0,False,True,0,1024,7,3,2.94628690636796,2.04986741166912,5.511811023622047,0.29296875
35,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._12,_Feux_d'artifice/Debussy_Prelude_Book_2_No_12_Feux_dartifice.mxl.midi",0,0,False,True,12,1024,20,15,2.38593017580524,2.72785888642684,15.748031496062993,1.46484375
36,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._12,_Feux_d'artifice/Debussy_Prelude_Book_2_No_12_Feux_dartifice.mxl.midi",1,0,False,True,12,1024,13,15,2.40392647347612,2.71722736315698,10.236220472440944,1.46484375
37,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._12,_Feux_d'artifice/Debussy_Prelude_Book_2_No_12_Feux_dartifice.mxl.midi",2,0,False,True,12,1024,11,15,2.49293152325969,2.67247250854606,8.661417322834646,1.46484375
38,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._3,_La_puerta_del_vino/Debussy_Prelude_Book_2_No_3_La_puerta_del_vino.mxl.midi",0,0,False,True,2,1024,7,1,2.8190483951747,2.94700256471924,5.511811023622047,0.09765625
39,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._3,_La_puerta_del_vino/Debussy_Prelude_Book_2_No_3_La_puerta_del_vino.mxl.midi",1,0,False,True,2,1024,12,7,2.848301603689,2.93918183036417,9.448818897637794,0.68359375
40,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._3,_La_puerta_del_vino/Debussy_Prelude_Book_2_No_3_La_puerta_del_vino.mxl.midi",2,0,False,True,0,1024,17,8,2.77750388692378,2.87540162519004,13.385826771653544,0.78125
41,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._4,_Les_fées_sont_d'exquises_danseuses/Debussy_Prelude_Book_2_No_4_Les_fees_sont_dexquises_danseuses.mxl.midi",0,0,False,True,4,1024,7,3,2.65838680957526,1.84128898010769,5.511811023622047,0.29296875
42,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._4,_Les_fées_sont_d'exquises_danseuses/Debussy_Prelude_Book_2_No_4_Les_fees_sont_dexquises_danseuses.mxl.midi",1,0,False,True,4,1024,17,9,2.6190587051865,1.80156660716559,13.385826771653544,0.87890625
43,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._4,_Les_fées_sont_d'exquises_danseuses/Debussy_Prelude_Book_2_No_4_Les_fees_sont_dexquises_danseuses.mxl.midi",2,0,False,True,4,1024,14,13,2.4734004241486,1.59557312860441,11.023622047244094,1.26953125
44,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._5,_Bruyères/Debussy_Prelude_Book_2_No_5_Bruyres.mxl.midi",0,0,False,True,2,1024,9,3,2.46582981310139,2.03314362094092,7.086614173228346,0.29296875
45,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._5,_Bruyères/Debussy_Prelude_Book_2_No_5_Bruyres.mxl.midi",1,0,False,True,0,1024,7,3,2.51920602857102,2.04714260407886,5.511811023622047,0.29296875
46,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._5,_Bruyères/Debussy_Prelude_Book_2_No_5_Bruyres.mxl.midi",2,0,False,True,0,1024,5,3,2.50710923636591,2.07484136658637,3.937007874015748,0.29296875
47,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._6,_Général_Lavine_-_Eccentric/Debussy_Prelude_Book_2_No_6_General_Lavine_-_excentric.mxl.midi",0,0,False,True,0,1024,15,1,2.82905076504573,1.47080847632211,11.811023622047244,0.09765625
48,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._6,_Général_Lavine_-_Eccentric/Debussy_Prelude_Book_2_No_6_General_Lavine_-_excentric.mxl.midi",1,0,False,True,2,1024,9,1,2.83356057752903,1.47080847632211,7.086614173228346,0.09765625
49,"Eval-subsets/ATEPP-1/Claude_Debussy/Préludes,_Book_2,_L._123/No._6,_Général_Lavine_-_Eccentric/Debussy_Prelude_Book_2_No_6_General_Lavine_-_excentric.mxl.midi",2,0,False,True,2,1024,9,3,2.64509456200453,1.47080847632211,7.086614173228346,0.29296875
50,"Eval-subsets/ATEPP-1/Claude_Debussy/Suite_bergamasque,_L._75/I._Prélude/Debussy_-_Suite_Bergamasque_-_I._Prelude.mxl.midi",0,0,False,True,2,1024,7,1,2.55346544236216,1.74851338477049,5.511811023622047,0.09765625
51,"Eval-subsets/ATEPP-1/Claude_Debussy/Suite_bergamasque,_L._75/I._Prélude/Debussy_-_Suite_Bergamasque_-_I._Prelude.mxl.midi",1,0,False,True,0,1024,13,3,2.54635303647637,1.74851338477049,10.236220472440944,0.29296875
52,"Eval-subsets/ATEPP-1/Claude_Debussy/Suite_bergamasque,_L._75/II._Menuet/Debussy_-_Suite_Bergamasque_-_II._Menuet.mxl.midi",0,0,False,True,2,1024,4,3,2.4186498196923,2.3152851084,3.149606299212598,0.29296875
53,"Eval-subsets/ATEPP-1/Claude_Debussy/Suite_bergamasque,_L._75/II._Menuet/Debussy_-_Suite_Bergamasque_-_II._Menuet.mxl.midi",1,0,False,True,0,1024,19,11,2.35681790311627,2.30235051157696,14.960629921259844,1.07421875
54,"Eval-subsets/ATEPP-1/Claude_Debussy/Suite_bergamasque,_L._75/III._Clair_de_lune/Clair_de_Lune__Debussy.mxl.midi",0,0,False,True,12,1024,7,2,1.78392649594457,1.09861228866811,5.511811023622047,0.1953125
55,"Eval-subsets/ATEPP-1/Claude_Debussy/Suite_bergamasque,_L._75/III._Clair_de_lune/Clair_de_Lune__Debussy.mxl.midi",1,0,False,True,12,1024,3,8,2.28017277697096,2.20940663803483,2.3622047244094486,0.78125
56,"Eval-subsets/ATEPP-1/Claude_Debussy/Suite_bergamasque,_L._75/IV._Passepied/IV._Passepied.mxl.midi",0,0,False,True,0,1024,6,1,2.59921778267916,2.39814576812522,4.724409448818897,0.09765625
57,"Eval-subsets/ATEPP-1/Claude_Debussy/Suite_bergamasque,_L._75/IV._Passepied/IV._Passepied.mxl.midi",1,0,False,True,0,1024,22,3,2.52021123918339,2.39814576812522,17.322834645669293,0.29296875
58,"Eval-subsets/ATEPP-1/Domenico_Scarlatti/Keyboard_Sonata_in_B_Minor,_K.27/Sonata_in_B_Minor_K.27.mxl.midi",0,0,False,True,2,1024,7,1,2.12311996735876,0.0,5.511811023622047,0.09765625
59,"Eval-subsets/ATEPP-1/Domenico_Scarlatti/Keyboard_Sonata_in_B_Minor,_K.27/Sonata_in_B_Minor_K.27.mxl.midi",1,0,False,True,0,1024,11,1,2.4611281320898,0.0,8.661417322834646,0.09765625
60,"Eval-subsets/ATEPP-1/Franz_Joseph_Haydn/Piano_Sonata_in_A_Flat_Major,_Hob._XVI:46/1._Allegro_moderato/Allegro_Moderato_First_Mvt._Sonata_in_Ab_Hob_XVI_46.mxl.midi",0,0,False,True,3,480,7,5,2.07345034644802,1.67757922025025,5.511811023622047,1.0416666666666667
61,"Eval-subsets/ATEPP-1/Franz_Joseph_Haydn/Piano_Sonata_in_A_Flat_Major,_Hob._XVI:46/1._Allegro_moderato/Allegro_Moderato_First_Mvt._Sonata_in_Ab_Hob_XVI_46.mxl.midi",1,0,False,True,2,480,20,7,1.9791505194751,1.68147083765387,15.748031496062993,1.4583333333333333
62,"Eval-subsets/ATEPP-1/Franz_Joseph_Haydn/Piano_Sonata_in_B_Minor,_Hob.XVI:32/32:_1._Allegro_moderato/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,10,3,2.46957254279956,1.66707001355786,7.874015748031496,0.29296875
63,"Eval-subsets/ATEPP-1/Franz_Joseph_Haydn/Piano_Sonata_in_B_Minor,_Hob.XVI:32/32:_1._Allegro_moderato/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,8,3,2.54979717775215,1.67426780918183,6.299212598425196,0.29296875
64,"Eval-subsets/ATEPP-1/Franz_Joseph_Haydn/Piano_Sonata_in_C_Major,_Hob.XVI:48/48:_1._Andante_con_espressione/musicxml_cleaned.musicxml.midi",0,0,False,True,12,1024,8,8,2.56522106993165,2.19994759066834,6.299212598425196,0.78125
65,"Eval-subsets/ATEPP-1/Franz_Joseph_Haydn/Piano_Sonata_in_C_Major,_Hob.XVI:48/48:_1._Andante_con_espressione/musicxml_cleaned.musicxml.midi",1,0,False,True,12,1024,5,15,2.59319469643391,2.29199793675335,3.937007874015748,1.46484375
66,"Eval-subsets/ATEPP-1/Franz_Joseph_Haydn/Piano_Sonata_in_C_Major,_Hob.XVI:48/48:_2._Rondo_(Presto)/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,6,1,2.40966432482771,0.0,4.724409448818897,0.09765625
67,"Eval-subsets/ATEPP-1/Franz_Joseph_Haydn/Piano_Sonata_in_C_Major,_Hob.XVI:48/48:_2._Rondo_(Presto)/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,5,1,2.3797957700037,0.0,3.937007874015748,0.09765625
68,"Eval-subsets/ATEPP-1/Franz_Joseph_Haydn/Piano_Sonata_in_C_Major,_Hob.XVI:50/I._Allegro/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,4,3,2.42374607860157,1.3143426205956,3.149606299212598,0.29296875
69,"Eval-subsets/ATEPP-1/Franz_Joseph_Haydn/Piano_Sonata_in_C_Major,_Hob.XVI:50/I._Allegro/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,5,3,2.49037142277601,1.35365771327863,3.937007874015748,0.29296875
70,"Eval-subsets/ATEPP-1/Franz_Liszt/10_Harmonies_poétiques_et_religieuses,_S.173/No._7._Funerailles/Liszt_-_Funerailles.mxl.midi",0,0,False,True,4,1024,11,3,2.6221293534964,2.58909556133871,8.661417322834646,0.29296875
71,"Eval-subsets/ATEPP-1/Franz_Liszt/10_Harmonies_poétiques_et_religieuses,_S.173/No._7._Funerailles/Liszt_-_Funerailles.mxl.midi",1,0,False,True,4,1024,20,7,2.34419156037034,2.20908507521926,15.748031496062993,0.68359375
72,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/musicxml_cleaned.musicxml.midi",0,0,False,True,4,1024,8,1,2.49410183152073,1.5892271955993,6.299212598425196,0.09765625
73,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,12,3,2.34228036553768,1.5892271955993,9.448818897637794,0.29296875
74,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.1_Prélude_(Presto)/musicxml_cleaned.musicxml.midi",0,0,False,True,6,1024,7,2,2.54949671014492,2.05661391467635,5.511811023622047,0.1953125
75,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.1_Prélude_(Presto)/musicxml_cleaned.musicxml.midi",1,0,False,True,6,1024,6,15,2.2621577070202,1.9885003935979,4.724409448818897,1.46484375
76,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.10_Allegro_agitato_molto/musicxml_cleaned.musicxml.midi",0,0,False,True,12,1024,11,3,2.22204002847705,2.44047504988812,8.661417322834646,0.29296875
77,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.10_Allegro_agitato_molto/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,9,7,2.12663990023388,2.6099395267317,7.086614173228346,0.68359375
78,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.11_Harmonies_du_soir_(Andantino)/musicxml_cleaned.musicxml.midi",0,0,False,True,0,1024,14,7,2.02004625111902,2.29050028927661,11.023622047244094,0.68359375
79,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.11_Harmonies_du_soir_(Andantino)/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,8,9,2.14481765679136,2.47277457990361,6.299212598425196,0.87890625
80,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.2_Molto_vivace/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,8,1,2.66058812156182,1.890989796088,6.299212598425196,0.09765625
81,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.2_Molto_vivace/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,17,3,2.61850884338626,1.890989796088,13.385826771653544,0.29296875
82,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.3_Paysage_(Poco_adagio)/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,9,1,2.54370150004421,0.0,7.086614173228346,0.09765625
83,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.3_Paysage_(Poco_adagio)/musicxml_cleaned.musicxml.midi",1,0,False,True,0,1024,5,3,2.57413761462935,1.47080847632211,3.937007874015748,0.29296875
84,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.7_Eroica_(Allegro)/musicxml_cleaned.musicxml.midi",0,0,False,True,12,1024,12,15,2.34072615884445,2.70402682118158,9.448818897637794,1.46484375
85,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.7_Eroica_(Allegro)/musicxml_cleaned.musicxml.midi",1,0,False,True,12,1024,12,15,2.60042886406626,2.77438050494127,9.448818897637794,1.46484375
86,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.8_Wilde_Jagd_(Presto_furioso)/musicxml_cleaned.musicxml.midi",0,0,False,True,4,1024,9,9,2.57845254269918,1.8872296208389,7.086614173228346,0.87890625
87,"Eval-subsets/ATEPP-1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No.8_Wilde_Jagd_(Presto_furioso)/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,16,12,2.62226048368325,1.84721787937608,12.598425196850393,1.171875
88,"Eval-subsets/ATEPP-1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/musicxml_cleaned.musicxml.midi",0,0,False,True,2,1024,11,3,2.1506621336392,1.72897700062984,8.661417322834646,0.29296875
89,"Eval-subsets/ATEPP-1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,10,3,2.13580397183741,1.73148049112994,7.874015748031496,0.29296875
90,"Eval-subsets/ATEPP-1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/Liszt_-_Trois_Etudes_de_Concert_No._2_La_Leggierezza.mxl.midi",0,0,False,True,12,1024,11,15,2.4260435753597,2.44019006003065,8.661417322834646,1.46484375
91,"Eval-subsets/ATEPP-1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/Liszt_-_Trois_Etudes_de_Concert_No._2_La_Leggierezza.mxl.midi",1,0,False,True,12,1024,7,15,2.45077072216063,2.5308276706356,5.511811023622047,1.46484375
92,"Eval-subsets/ATEPP-1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._3_in_D_Flat_""Un_sospiro""/Liszt_-_Trois_Etudes_de_Concert_No._3_Un_Sospiro.mxl.midi",0,0,False,True,12,1024,7,10,2.58150066094931,1.80669868984451,5.511811023622047,0.9765625
93,"Eval-subsets/ATEPP-1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._3_in_D_Flat_""Un_sospiro""/Liszt_-_Trois_Etudes_de_Concert_No._3_Un_Sospiro.mxl.midi",1,0,False,True,12,1024,15,15,2.52470648194385,2.49241520643406,11.811023622047244,1.46484375
94,"Eval-subsets/ATEPP-1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._3_in_D_Flat_""Un_sospiro""/Liszt_-_Trois_Etudes_de_Concert_No._3_Un_Sospiro.mxl.midi",2,0,False,True,12,1024,12,15,2.467128474481,2.3924463441124,9.448818897637794,1.46484375
95,"Eval-subsets/ATEPP-1/Franz_Liszt/Années_de_pèlerinage,_2nd_Year,_S._162_""Italy_Supplement""/No._1._Gondoliera_(Gondolier's_Song)/musicxml_cleaned.musicxml.midi",0,0,False,True,4,1024,8,1,2.45103132553651,2.31705532980989,6.299212598425196,0.09765625
96,"Eval-subsets/ATEPP-1/Franz_Liszt/Années_de_pèlerinage,_2nd_Year,_S._162_""Italy_Supplement""/No._1._Gondoliera_(Gondolier's_Song)/musicxml_cleaned.musicxml.midi",1,0,False,True,2,1024,11,3,2.44463076858728,2.31705532980989,8.661417322834646,0.29296875
97,"Eval-subsets/ATEPP-1/Franz_Liszt/Années_de_pèlerinage,_2nd_Year,_S._162_""Italy_Supplement""/No._3._Tarantella/Liszt_-_Tarantella_Annes_de_plerinage_II_Venezia_e_Napoli.mxl.midi",0,0,False,True,6,1024,1,1,1.32966134885476,1.09861228866811,0.7874015748031495,0.09765625
98,"Eval-subsets/ATEPP-1/Franz_Liszt/Années_de_pèlerinage,_2nd_Year,_S._162_""Italy_Supplement""/No._3._Tarantella/Liszt_-_Tarantella_Annes_de_plerinage_II_Venezia_e_Napoli.mxl.midi",1,0,False,True,12,1024,2,2,1.32966134885476,1.09861228866811,1.574803149606299,0.1953125
99,"Eval-subsets/ATEPP-1/Franz_Liszt/Années_de_pèlerinage,_2nd_Year,_S._162_""Italy_Supplement""/No._3._Tarantella/Liszt_-_Tarantella_Annes_de_plerinage_II_Venezia_e_Napoli.mxl.midi",2,0,False,True,12,1024,16,9,2.6096251713538,2.4667588107095,12.598425196850393,0.87890625
